Base_Model,Quantization,Direction,Category_Type,Category_Value,comet_score,chrf_score,Count,Baseline_COMET,Baseline_chrF,Overall_COMET,Overall_chrF,Baseline_Overall_COMET,Baseline_Overall_chrF,COMET_Category_Penalty,chrF_Category_Penalty,COMET_Overall_Penalty,chrF_Overall_Penalty,COMET_Excess_Category_Effect,chrF_Excess_Category_Effect
Llama Krikri 8B,Empirical Net Mngr 5.5GB,GR-EN,Topic,"Travel, Tourism",0.884258,0.613675,4,0.881439,0.602277,0.873401,0.613955,0.878883,0.633978,-0.002819,-0.011398,0.005482,0.020022,-0.008301,-0.03142
Llama Krikri 8B,Empirical Net Mngr 5.5GB,GR-EN,Topic,"Travel, Wildlife",0.875638,0.617405,3,0.867609,0.611499,0.873401,0.613955,0.878883,0.633978,-0.008029,-0.005906,0.005482,0.020022,-0.013511,-0.025928
Llama Krikri 8B,Empirical Net Mngr 5.5GB,GR-EN,Topic,United_States_Charters_Of_Freedom/Constitution,0.817099,0.342504,1,0.846488,0.460336,0.873401,0.613955,0.878883,0.633978,0.029389,0.117832,0.005482,0.020022,0.023907,0.09781
Llama Krikri 8B,Empirical Net Mngr 5.5GB,GR-EN,Topic,United_States_Charters_Of_Freedom/Declaration_Of_Independence,0.847251,0.294117,1,0.847251,0.294117,0.873401,0.613955,0.878883,0.633978,0.0,0.0,0.005482,0.020022,-0.005482,-0.020022
Llama Krikri 8B,Empirical Net Mngr 5.5GB,GR-EN,Topic,Warfare,0.888524,0.591603,3,0.894751,0.686672,0.873401,0.613955,0.878883,0.633978,0.006227,0.095069,0.005482,0.020022,0.000745,0.075047
Llama Krikri 8B,Empirical Net Mngr 5.5GB,GR-EN,Topic,Weather,0.915457,0.73756,2,0.921828,0.78341,0.873401,0.613955,0.878883,0.633978,0.006371,0.04585,0.005482,0.020022,0.000889,0.025828
Llama Krikri 8B,Empirical Net Mngr 5.5GB,GR-EN,Topic,Wikijunior:Dinosaurs/Extinction,0.824227,0.56479,1,0.828049,0.555261,0.873401,0.613955,0.878883,0.633978,0.003822,-0.009529,0.005482,0.020022,-0.00166,-0.029551
Llama Krikri 8B,Empirical Net Mngr 5.5GB,GR-EN,Topic,"Work, Travel",0.943739,0.729761,1,0.936831,0.684185,0.873401,0.613955,0.878883,0.633978,-0.006908,-0.045576,0.005482,0.020022,-0.01239,-0.065598
Llama Krikri 8B,Empirical Net Mngr 5.5GB,GR-EN,Topic,"World Heritage, Machu Picchu",0.921031,0.627455,1,0.929986,0.658589,0.873401,0.613955,0.878883,0.633978,0.008956,0.031135,0.005482,0.020022,0.003474,0.011112
Llama Krikri 8B,Empirical Net Mngr 5.5GB,GR-EN,Topic,World_War_Ii/Liberation_Of_Western_Europe,0.907998,0.650248,1,0.92715,0.756012,0.873401,0.613955,0.878883,0.633978,0.019152,0.105764,0.005482,0.020022,0.01367,0.085741
Llama Krikri 8B,Empirical Net Mngr 5.5GB,GR-EN,Topic,Yoga/Yoga_Tales,0.898084,0.771666,3,0.894905,0.750407,0.873401,0.613955,0.878883,0.633978,-0.003179,-0.021258,0.005482,0.020022,-0.008661,-0.041281
Llama Krikri 8B,Fp4,GR-EN,Domain,Other,0.881219,0.636804,64,0.883437,0.638502,0.880579,0.630602,0.878883,0.633978,0.002218,0.001698,-0.001696,0.003375,0.003914,-0.001678
Llama Krikri 8B,Fp4,GR-EN,Domain,Wikijunior,0.885163,0.634615,31,0.881844,0.625668,0.880579,0.630602,0.878883,0.633978,-0.00332,-0.008946,-0.001696,0.003375,-0.001624,-0.012322
Llama Krikri 8B,Fp4,GR-EN,Domain,Wikinews,0.879019,0.640075,102,0.880816,0.6488,0.880579,0.630602,0.878883,0.633978,0.001797,0.008725,-0.001696,0.003375,0.003493,0.00535
Llama Krikri 8B,Fp4,GR-EN,Domain,Wikivoyage,0.880347,0.616161,103,0.873249,0.618988,0.880579,0.630602,0.878883,0.633978,-0.007098,0.002828,-0.001696,0.003375,-0.005402,-0.000548
Llama Krikri 8B,Fp4,GR-EN,Topic,Accident,0.911013,0.661894,4,0.877091,0.569753,0.880579,0.630602,0.878883,0.633978,-0.033922,-0.092141,-0.001696,0.003375,-0.032226,-0.095516
Llama Krikri 8B,Fp4,GR-EN,Topic,American Education/Forgotten Half/Foster Care,0.879463,0.472157,1,0.878339,0.461314,0.880579,0.630602,0.878883,0.633978,-0.001124,-0.010844,-0.001696,0.003375,0.000572,-0.014219
Llama Krikri 8B,Fp4,GR-EN,Topic,American Education/Technology (Role),0.814396,0.495588,1,0.796575,0.487872,0.880579,0.630602,0.878883,0.633978,-0.017821,-0.007715,-0.001696,0.003375,-0.016125,-0.01109
Llama Krikri 8B,Fp4,GR-EN,Topic,American_Revolution/The_Declaration_Of_Independence,0.908846,0.69706,1,0.916322,0.689597,0.880579,0.630602,0.878883,0.633978,0.007476,-0.007463,-0.001696,0.003375,0.009172,-0.010838
Llama Krikri 8B,Fp4,GR-EN,Topic,Ancient Civilizations/Romans,0.901881,0.572449,2,0.889925,0.490279,0.880579,0.630602,0.878883,0.633978,-0.011955,-0.082171,-0.001696,0.003375,-0.01026,-0.085546
Llama Krikri 8B,Fp4,GR-EN,Topic,Ancient_Civilizations/Babylonians,0.85834,0.61266,2,0.864653,0.612693,0.880579,0.630602,0.878883,0.633978,0.006313,3.2e-05,-0.001696,0.003375,0.008009,-0.003343
Llama Krikri 8B,Fp4,GR-EN,Topic,Ancient_Civilizations/Hebrews,0.859817,0.706764,1,0.859817,0.706764,0.880579,0.630602,0.878883,0.633978,0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,Ancient_Civilizations/What_Is_A_Civilization%3F,0.894183,0.521798,1,0.894183,0.521798,0.880579,0.630602,0.878883,0.633978,0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,"Antartica, Travel",0.883811,0.735798,2,0.897198,0.760907,0.880579,0.630602,0.878883,0.633978,0.013387,0.025109,-0.001696,0.003375,0.015083,0.021734
Llama Krikri 8B,Fp4,GR-EN,Topic,"Big Cats, Lion",0.859305,0.613816,1,0.783828,0.560678,0.880579,0.630602,0.878883,0.633978,-0.075476,-0.053138,-0.001696,0.003375,-0.07378,-0.056513
Llama Krikri 8B,Fp4,GR-EN,Topic,"Big Cats, Ocelot",0.819428,0.506038,2,0.827604,0.509008,0.880579,0.630602,0.878883,0.633978,0.008176,0.00297,-0.001696,0.003375,0.009872,-0.000405
Llama Krikri 8B,Fp4,GR-EN,Topic,"Big Cats, Tiger",0.892597,0.751193,1,0.892597,0.751193,0.880579,0.630602,0.878883,0.633978,0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,"Biology, Origin Of Life",0.899503,0.736012,1,0.899503,0.736012,0.880579,0.630602,0.878883,0.633978,0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,"Biology, Plants",0.94584,0.827987,1,0.94584,0.827987,0.880579,0.630602,0.878883,0.633978,0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,Blended Learning/Blogging,0.884508,0.718753,1,0.898163,0.751257,0.880579,0.630602,0.878883,0.633978,0.013656,0.032504,-0.001696,0.003375,0.015352,0.029129
Llama Krikri 8B,Fp4,GR-EN,Topic,Blended Learning/Field Trips,0.873327,0.639811,2,0.872087,0.657402,0.880579,0.630602,0.878883,0.633978,-0.00124,0.017591,-0.001696,0.003375,0.000456,0.014216
Llama Krikri 8B,Fp4,GR-EN,Topic,Bugs/Insects_Intro,0.869598,0.724288,2,0.862119,0.724174,0.880579,0.630602,0.878883,0.633978,-0.007479,-0.000114,-0.001696,0.003375,-0.005783,-0.003489
Llama Krikri 8B,Fp4,GR-EN,Topic,Business,0.85561,0.389748,2,0.885236,0.390464,0.880579,0.630602,0.878883,0.633978,0.029626,0.000716,-0.001696,0.003375,0.031322,-0.00266
Llama Krikri 8B,Fp4,GR-EN,Topic,Climate,0.908923,0.736213,2,0.909638,0.764431,0.880579,0.630602,0.878883,0.633978,0.000715,0.028218,-0.001696,0.003375,0.002411,0.024843
Llama Krikri 8B,Fp4,GR-EN,Topic,Cognitive Psycology And Neuroscience/Cognitive Neuropsychology,0.896665,0.665771,3,0.895446,0.654016,0.880579,0.630602,0.878883,0.633978,-0.001219,-0.011755,-0.001696,0.003375,0.000477,-0.01513
Llama Krikri 8B,Fp4,GR-EN,Topic,Communication,0.899787,0.658347,1,0.899787,0.658347,0.880579,0.630602,0.878883,0.633978,0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,Communication Theory/Nonverbal Comms,0.810634,0.486739,1,0.826242,0.510755,0.880579,0.630602,0.878883,0.633978,0.015608,0.024016,-0.001696,0.003375,0.017304,0.020641
Llama Krikri 8B,Fp4,GR-EN,Topic,Communication Theory/Uses And Gratifications,0.935838,0.699455,2,0.935838,0.699455,0.880579,0.630602,0.878883,0.633978,0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,Crime,0.866158,0.502962,4,0.877887,0.555224,0.880579,0.630602,0.878883,0.633978,0.011729,0.052262,-0.001696,0.003375,0.013425,0.048887
Llama Krikri 8B,Fp4,GR-EN,Topic,Crime And Law,0.896809,0.616537,6,0.898144,0.616022,0.880579,0.630602,0.878883,0.633978,0.001335,-0.000515,-0.001696,0.003375,0.003031,-0.00389
Llama Krikri 8B,Fp4,GR-EN,Topic,Culture,0.885951,0.562512,1,0.888238,0.568257,0.880579,0.630602,0.878883,0.633978,0.002287,0.005745,-0.001696,0.003375,0.003983,0.00237
Llama Krikri 8B,Fp4,GR-EN,Topic,Culture And Entertainment,0.858901,0.617336,6,0.859926,0.620388,0.880579,0.630602,0.878883,0.633978,0.001025,0.003053,-0.001696,0.003375,0.002721,-0.000323
Llama Krikri 8B,Fp4,GR-EN,Topic,"Dinosaurs, Mosasaurus",0.853388,0.68697,1,0.855436,0.675614,0.880579,0.630602,0.878883,0.633978,0.002048,-0.011356,-0.001696,0.003375,0.003744,-0.014731
Llama Krikri 8B,Fp4,GR-EN,Topic,Disaster,0.912156,0.708244,4,0.892259,0.662539,0.880579,0.630602,0.878883,0.633978,-0.019898,-0.045705,-0.001696,0.003375,-0.018202,-0.04908
Llama Krikri 8B,Fp4,GR-EN,Topic,Disasters And Accidents,0.906,0.608914,3,0.909268,0.593263,0.880579,0.630602,0.878883,0.633978,0.003267,-0.015651,-0.001696,0.003375,0.004963,-0.019026
Llama Krikri 8B,Fp4,GR-EN,Topic,"Disease, Research, Canada",0.839711,0.544605,1,0.839711,0.544605,0.880579,0.630602,0.878883,0.633978,0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,Entertainment,0.918046,0.775986,6,0.915402,0.774929,0.880579,0.630602,0.878883,0.633978,-0.002644,-0.001056,-0.001696,0.003375,-0.000948,-0.004432
Llama Krikri 8B,Fp4,GR-EN,Topic,Environment,0.900811,0.739603,6,0.898814,0.720067,0.880579,0.630602,0.878883,0.633978,-0.001997,-0.019536,-0.001696,0.003375,-0.000301,-0.022912
Llama Krikri 8B,Fp4,GR-EN,Topic,Environmental_Theory_And_Collection_Of_Ideas/Environmentalism_And_Survival,0.869796,0.46097,3,0.873664,0.471375,0.880579,0.630602,0.878883,0.633978,0.003868,0.010405,-0.001696,0.003375,0.005564,0.00703
Llama Krikri 8B,Fp4,GR-EN,Topic,Europe/Vatican_City,0.931677,0.654251,1,0.932465,0.66792,0.880579,0.630602,0.878883,0.633978,0.000787,0.013669,-0.001696,0.003375,0.002483,0.010294
Llama Krikri 8B,Fp4,GR-EN,Topic,European History/Challenges To Spiritual Authority,0.888803,0.761064,2,0.889142,0.760411,0.880579,0.630602,0.878883,0.633978,0.000339,-0.000654,-0.001696,0.003375,0.002035,-0.004029
Llama Krikri 8B,Fp4,GR-EN,Topic,European History/Revolution In France,0.870434,0.556621,1,0.870434,0.556621,0.880579,0.630602,0.878883,0.633978,0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,European History/World War,0.908012,0.752852,1,0.908012,0.752852,0.880579,0.630602,0.878883,0.633978,0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,Food,0.863813,0.575043,3,0.85671,0.569253,0.880579,0.630602,0.878883,0.633978,-0.007104,-0.00579,-0.001696,0.003375,-0.005408,-0.009165
Llama Krikri 8B,Fp4,GR-EN,Topic,Fundamentals_Of_Transportation/Introduction,0.916706,0.687642,1,0.927209,0.752734,0.880579,0.630602,0.878883,0.633978,0.010503,0.065092,-0.001696,0.003375,0.012199,0.061717
Llama Krikri 8B,Fp4,GR-EN,Topic,Fundamentals_Of_Transportation/Traffic_Flow,0.888359,0.706003,2,0.885085,0.679761,0.880579,0.630602,0.878883,0.633978,-0.003273,-0.026242,-0.001696,0.003375,-0.001577,-0.029617
Llama Krikri 8B,Fp4,GR-EN,Topic,Health,0.887502,0.585451,5,0.887833,0.593997,0.880579,0.630602,0.878883,0.633978,0.000332,0.008546,-0.001696,0.003375,0.002028,0.005171
Llama Krikri 8B,Fp4,GR-EN,Topic,History Of Islam/Early Islam,0.885238,0.678599,2,0.884636,0.645494,0.880579,0.630602,0.878883,0.633978,-0.000602,-0.033105,-0.001696,0.003375,0.001094,-0.03648
Llama Krikri 8B,Fp4,GR-EN,Topic,History Of Technology/Cultural Determinism,0.892217,0.728456,1,0.899492,0.729972,0.880579,0.630602,0.878883,0.633978,0.007275,0.001516,-0.001696,0.003375,0.008971,-0.001859
Llama Krikri 8B,Fp4,GR-EN,Topic,History Of Technology/Technological Determism,0.929913,0.781735,1,0.929913,0.781735,0.880579,0.630602,0.878883,0.633978,0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,History_Of_Rail_Transport/Early_Rail_Transportation,0.802821,0.618569,1,0.857793,0.627071,0.880579,0.630602,0.878883,0.633978,0.054971,0.008502,-0.001696,0.003375,0.056667,0.005127
Llama Krikri 8B,Fp4,GR-EN,Topic,"How Things Work, Flush Toilets",0.87259,0.486424,1,0.87259,0.486424,0.880579,0.630602,0.878883,0.633978,0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,How To Play The Violin/Bowing,0.796038,0.395578,2,0.793886,0.396149,0.880579,0.630602,0.878883,0.633978,-0.002152,0.000571,-0.001696,0.003375,-0.000456,-0.002804
Llama Krikri 8B,Fp4,GR-EN,Topic,How_Things_Work/Pencil,0.892008,0.578081,2,0.892008,0.578081,0.880579,0.630602,0.878883,0.633978,-0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,International,0.874246,0.582184,1,0.879717,0.618024,0.880579,0.630602,0.878883,0.633978,0.005471,0.035839,-0.001696,0.003375,0.007167,0.032464
Llama Krikri 8B,Fp4,GR-EN,Topic,Internatoinal,0.916192,0.643503,1,0.92517,0.683529,0.880579,0.630602,0.878883,0.633978,0.008977,0.040026,-0.001696,0.003375,0.010673,0.036651
Llama Krikri 8B,Fp4,GR-EN,Topic,Language/Italian,0.857935,0.540241,1,0.860284,0.539549,0.880579,0.630602,0.878883,0.633978,0.002348,-0.000692,-0.001696,0.003375,0.004044,-0.004067
Llama Krikri 8B,Fp4,GR-EN,Topic,Language/Persian,0.861011,0.552174,1,0.882431,0.569892,0.880579,0.630602,0.878883,0.633978,0.021421,0.017717,-0.001696,0.003375,0.023117,0.014342
Llama Krikri 8B,Fp4,GR-EN,Topic,Law,0.844434,0.491275,1,0.780358,0.50571,0.880579,0.630602,0.878883,0.633978,-0.064077,0.014435,-0.001696,0.003375,-0.062381,0.01106
Llama Krikri 8B,Fp4,GR-EN,Topic,Learning Theories/Organizational Learning,0.898731,0.622458,1,0.898731,0.622458,0.880579,0.630602,0.878883,0.633978,0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,Managing Groups & Teams/Leader Credibility,0.858423,0.70221,1,0.828708,0.63265,0.880579,0.630602,0.878883,0.633978,-0.029716,-0.06956,-0.001696,0.003375,-0.02802,-0.072935
Llama Krikri 8B,Fp4,GR-EN,Topic,Managing Groups & Teams/Motivation,0.922728,0.625881,3,0.918675,0.583907,0.880579,0.630602,0.878883,0.633978,-0.004053,-0.041975,-0.001696,0.003375,-0.002357,-0.04535
Llama Krikri 8B,Fp4,GR-EN,Topic,Managing Groups & Teams/Virtual Teams,0.875721,0.648302,2,0.878581,0.680889,0.880579,0.630602,0.878883,0.633978,0.002859,0.032587,-0.001696,0.003375,0.004555,0.029212
Llama Krikri 8B,Fp4,GR-EN,Topic,Media,0.890395,0.689139,1,0.895391,0.746979,0.880579,0.630602,0.878883,0.633978,0.004997,0.05784,-0.001696,0.003375,0.006693,0.054465
Llama Krikri 8B,Fp4,GR-EN,Topic,Modern Photography/Format,0.869615,0.622844,2,0.878021,0.640661,0.880579,0.630602,0.878883,0.633978,0.008406,0.017817,-0.001696,0.003375,0.010102,0.014442
Llama Krikri 8B,Fp4,GR-EN,Topic,Music,0.819868,0.740655,1,0.800263,0.722679,0.880579,0.630602,0.878883,0.633978,-0.019605,-0.017976,-0.001696,0.003375,-0.017909,-0.021351
Llama Krikri 8B,Fp4,GR-EN,Topic,Natural Wonders/Astronomy,0.894306,0.654388,2,0.904735,0.676466,0.880579,0.630602,0.878883,0.633978,0.010429,0.022078,-0.001696,0.003375,0.012125,0.018703
Llama Krikri 8B,Fp4,GR-EN,Topic,Natural Wonders/Botanical Tourism In Singapore,0.906815,0.612541,1,0.902463,0.636305,0.880579,0.630602,0.878883,0.633978,-0.004351,0.023764,-0.001696,0.003375,-0.002655,0.020388
Llama Krikri 8B,Fp4,GR-EN,Topic,Natural Wonders/Cherry Blossom,0.908902,0.778415,2,0.913063,0.790215,0.880579,0.630602,0.878883,0.633978,0.004162,0.0118,-0.001696,0.003375,0.005858,0.008425
Llama Krikri 8B,Fp4,GR-EN,Topic,Natural Wonders/Galapagos Wildlife,0.928967,0.840037,2,0.927741,0.8247,0.880579,0.630602,0.878883,0.633978,-0.001226,-0.015337,-0.001696,0.003375,0.00047,-0.018712
Llama Krikri 8B,Fp4,GR-EN,Topic,Natural Wonders/Midnight Sun,0.841169,0.447787,1,0.841169,0.447787,0.880579,0.630602,0.878883,0.633978,0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,Natural Wonders/Waterways,0.86624,0.609897,2,0.880963,0.596122,0.880579,0.630602,0.878883,0.633978,0.014723,-0.013775,-0.001696,0.003375,0.016419,-0.01715
Llama Krikri 8B,Fp4,GR-EN,Topic,Nature,0.903899,0.625749,2,0.90595,0.617357,0.880579,0.630602,0.878883,0.633978,0.002051,-0.008392,-0.001696,0.003375,0.003747,-0.011767
Llama Krikri 8B,Fp4,GR-EN,Topic,Nikola Tesla/Middle Years,0.875811,0.622165,1,0.875811,0.622165,0.880579,0.630602,0.878883,0.633978,0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,Paleoanthropology/Genetics,0.896625,0.869167,1,0.874237,0.788812,0.880579,0.630602,0.878883,0.633978,-0.022388,-0.080355,-0.001696,0.003375,-0.020692,-0.08373
Llama Krikri 8B,Fp4,GR-EN,Topic,Paleoanthropology/Oldowan Period,0.874765,0.656026,1,0.874765,0.656026,0.880579,0.630602,0.878883,0.633978,0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,Policy,0.856677,0.57627,1,0.842297,0.612423,0.880579,0.630602,0.878883,0.633978,-0.014379,0.036152,-0.001696,0.003375,-0.012683,0.032777
Llama Krikri 8B,Fp4,GR-EN,Topic,Politics,0.859622,0.65367,13,0.873793,0.676363,0.880579,0.630602,0.878883,0.633978,0.014171,0.022693,-0.001696,0.003375,0.015867,0.019318
Llama Krikri 8B,Fp4,GR-EN,Topic,Politics And Conflicts,0.874373,0.626952,4,0.851291,0.635101,0.880579,0.630602,0.878883,0.633978,-0.023082,0.008149,-0.001696,0.003375,-0.021386,0.004773
Llama Krikri 8B,Fp4,GR-EN,Topic,Reason To Travel/Christmas And New Year,0.887252,0.636185,1,0.887566,0.614117,0.880579,0.630602,0.878883,0.633978,0.000314,-0.022069,-0.001696,0.003375,0.00201,-0.025444
Llama Krikri 8B,Fp4,GR-EN,Topic,Reason To Travel/Working In Japan,0.906386,0.56648,2,0.898381,0.504929,0.880579,0.630602,0.878883,0.633978,-0.008005,-0.061551,-0.001696,0.003375,-0.006309,-0.064926
Llama Krikri 8B,Fp4,GR-EN,Topic,Religion,0.92113,0.790798,2,0.92113,0.790798,0.880579,0.630602,0.878883,0.633978,-0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,Remembering The Templars,0.932046,0.658818,1,0.932046,0.658818,0.880579,0.630602,0.878883,0.633978,-0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,Research,0.847944,0.63046,1,0.858684,0.700385,0.880579,0.630602,0.878883,0.633978,0.01074,0.069925,-0.001696,0.003375,0.012436,0.066549
Llama Krikri 8B,Fp4,GR-EN,Topic,Sailing,0.797216,0.521759,2,0.80251,0.526881,0.880579,0.630602,0.878883,0.633978,0.005294,0.005122,-0.001696,0.003375,0.00699,0.001747
Llama Krikri 8B,Fp4,GR-EN,Topic,Sciece,0.846989,0.652438,3,0.856205,0.670812,0.880579,0.630602,0.878883,0.633978,0.009216,0.018374,-0.001696,0.003375,0.010912,0.014999
Llama Krikri 8B,Fp4,GR-EN,Topic,Science,0.905553,0.651125,7,0.909462,0.673704,0.880579,0.630602,0.878883,0.633978,0.003909,0.022579,-0.001696,0.003375,0.005605,0.019204
Llama Krikri 8B,Fp4,GR-EN,Topic,Science And Technology,0.872148,0.671343,3,0.87905,0.720239,0.880579,0.630602,0.878883,0.633978,0.006903,0.048896,-0.001696,0.003375,0.008599,0.045521
Llama Krikri 8B,Fp4,GR-EN,Topic,"Science Experiments, Bath Fizzler",0.896027,0.617028,1,0.896027,0.617028,0.880579,0.630602,0.878883,0.633978,0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,"Science Experiments, Red Cabbage",0.925889,0.73362,2,0.922798,0.720495,0.880579,0.630602,0.878883,0.633978,-0.003091,-0.013124,-0.001696,0.003375,-0.001395,-0.0165
Llama Krikri 8B,Fp4,GR-EN,Topic,Science/Animal Behavior,0.882504,0.662716,2,0.881155,0.645649,0.880579,0.630602,0.878883,0.633978,-0.001349,-0.017068,-0.001696,0.003375,0.000347,-0.020443
Llama Krikri 8B,Fp4,GR-EN,Topic,Science/Applied Ecology,0.83762,0.361567,1,0.833592,0.344823,0.880579,0.630602,0.878883,0.633978,-0.004028,-0.016744,-0.001696,0.003375,-0.002332,-0.020119
Llama Krikri 8B,Fp4,GR-EN,Topic,Science/First Aid,0.867432,0.59154,1,0.865923,0.504204,0.880579,0.630602,0.878883,0.633978,-0.00151,-0.087336,-0.001696,0.003375,0.000186,-0.090711
Llama Krikri 8B,Fp4,GR-EN,Topic,Science/General Biology,0.870302,0.606214,2,0.880238,0.623938,0.880579,0.630602,0.878883,0.633978,0.009936,0.017724,-0.001696,0.003375,0.011632,0.014349
Llama Krikri 8B,Fp4,GR-EN,Topic,Science/Nature Of Science,0.932118,0.732427,1,0.932118,0.732427,0.880579,0.630602,0.878883,0.633978,0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,Science/Parasitic Insects,0.742783,0.471367,1,0.763852,0.553595,0.880579,0.630602,0.878883,0.633978,0.021068,0.082228,-0.001696,0.003375,0.022764,0.078853
Llama Krikri 8B,Fp4,GR-EN,Topic,Science/Sexual Health,0.893593,0.646737,1,0.921415,0.75731,0.880579,0.630602,0.878883,0.633978,0.027822,0.110573,-0.001696,0.003375,0.029518,0.107198
Llama Krikri 8B,Fp4,GR-EN,Topic,Seven Wonders Of The World/Pyramid At Giza,0.885491,0.672912,1,0.889182,0.673977,0.880579,0.630602,0.878883,0.633978,0.003691,0.001065,-0.001696,0.003375,0.005387,-0.002311
Llama Krikri 8B,Fp4,GR-EN,Topic,Shopping,0.815415,0.440711,1,0.849425,0.479437,0.880579,0.630602,0.878883,0.633978,0.03401,0.038726,-0.001696,0.003375,0.035706,0.035351
Llama Krikri 8B,Fp4,GR-EN,Topic,Sociology/Agriculture,0.907473,0.701669,1,0.903704,0.675722,0.880579,0.630602,0.878883,0.633978,-0.003769,-0.025947,-0.001696,0.003375,-0.002073,-0.029322
Llama Krikri 8B,Fp4,GR-EN,Topic,Sociology/Culture,0.872104,0.447456,1,0.870492,0.438638,0.880579,0.630602,0.878883,0.633978,-0.001612,-0.008818,-0.001696,0.003375,8.4e-05,-0.012193
Llama Krikri 8B,Fp4,GR-EN,Topic,Sociology/Socialization,0.90479,0.686787,1,0.922803,0.797627,0.880579,0.630602,0.878883,0.633978,0.018013,0.110841,-0.001696,0.003375,0.019709,0.107466
Llama Krikri 8B,Fp4,GR-EN,Topic,Solar_System/Moon,0.94513,0.911294,1,0.94513,0.911294,0.880579,0.630602,0.878883,0.633978,0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,Solar_System/Solar_System,0.91471,0.68812,1,0.91471,0.68812,0.880579,0.630602,0.878883,0.633978,0.0,0.0,-0.001696,0.003375,0.001696,-0.003375
Llama Krikri 8B,Fp4,GR-EN,Topic,Sports,0.823664,0.555132,12,0.838384,0.587989,0.880579,0.630602,0.878883,0.633978,0.01472,0.032857,-0.001696,0.003375,0.016416,0.029482
Llama Krikri 8B,Fp4,GR-EN,Topic,"Sports, Horse Riding",0.823454,0.383507,1,0.79153,0.299767,0.880579,0.630602,0.878883,0.633978,-0.031923,-0.083739,-0.001696,0.003375,-0.030227,-0.087114
Llama Krikri 8B,Fp4,GR-EN,Topic,The_Cold_War/Introduction,0.856496,0.644839,2,0.867425,0.653728,0.880579,0.630602,0.878883,0.633978,0.010929,0.008889,-0.001696,0.003375,0.012625,0.005514
Llama Krikri 8B,Fp4,GR-EN,Topic,The_Elements/Mixtures,0.911635,0.660681,1,0.903437,0.592836,0.880579,0.630602,0.878883,0.633978,-0.008198,-0.067845,-0.001696,0.003375,-0.006502,-0.07122
Llama Krikri 8B,Fp4,GR-EN,Topic,The_Elements/Overview,0.900766,0.749886,1,0.844447,0.658277,0.880579,0.630602,0.878883,0.633978,-0.056319,-0.091609,-0.001696,0.003375,-0.054623,-0.094984
Llama Krikri 8B,Fp4,GR-EN,Topic,Transport/History,0.917175,0.673935,1,0.919559,0.696895,0.880579,0.630602,0.878883,0.633978,0.002384,0.02296,-0.001696,0.003375,0.00408,0.019585
Llama Krikri 8B,Fp4,GR-EN,Topic,Travel,0.881932,0.612313,31,0.873725,0.60644,0.880579,0.630602,0.878883,0.633978,-0.008207,-0.005873,-0.001696,0.003375,-0.006511,-0.009248
Llama Krikri 8B,Fp4,GR-EN,Topic,"Travel, Accomodation",0.823518,0.460869,1,0.838053,0.52159,0.880579,0.630602,0.878883,0.633978,0.014535,0.060721,-0.001696,0.003375,0.016231,0.057346
