Base_Model,Quantization,Direction,Category_Type,Category_Value,comet_score,chrf_score,Count,Baseline_COMET,Baseline_chrF,Overall_COMET,Overall_chrF,Baseline_Overall_COMET,Baseline_Overall_chrF,COMET_Category_Penalty,chrF_Category_Penalty,COMET_Overall_Penalty,chrF_Overall_Penalty,COMET_Excess_Category_Effect,chrF_Excess_Category_Effect
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Science/Parasitic Insects,0.709988,0.393023,1,0.746458,0.382905,0.88149,0.632267,0.865225,0.600305,0.036469,-0.010118,-0.016264,-0.031963,0.052734,0.021845
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Science/Sexual Health,0.923247,0.792714,1,0.923247,0.792714,0.88149,0.632267,0.865225,0.600305,0.0,0.0,-0.016264,-0.031963,0.016264,0.031963
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Seven Wonders Of The World/Pyramid At Giza,0.893153,0.793863,1,0.884291,0.665526,0.88149,0.632267,0.865225,0.600305,-0.008862,-0.128337,-0.016264,-0.031963,0.007403,-0.096374
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Shopping,0.816421,0.495423,1,0.823398,0.542078,0.88149,0.632267,0.865225,0.600305,0.006977,0.046655,-0.016264,-0.031963,0.023242,0.078618
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Sociology/Agriculture,0.8874,0.653564,1,0.892435,0.681971,0.88149,0.632267,0.865225,0.600305,0.005035,0.028407,-0.016264,-0.031963,0.021299,0.060369
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Sociology/Culture,0.859212,0.360024,1,0.812335,0.393442,0.88149,0.632267,0.865225,0.600305,-0.046877,0.033418,-0.016264,-0.031963,-0.030613,0.06538
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Sociology/Socialization,0.867142,0.576303,1,0.873244,0.637887,0.88149,0.632267,0.865225,0.600305,0.006102,0.061584,-0.016264,-0.031963,0.022366,0.093547
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Solar_System/Moon,0.926247,0.804414,1,0.834883,0.532586,0.88149,0.632267,0.865225,0.600305,-0.091364,-0.271827,-0.016264,-0.031963,-0.0751,-0.239865
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Solar_System/Solar_System,0.901153,0.644799,1,0.894922,0.631529,0.88149,0.632267,0.865225,0.600305,-0.00623,-0.013269,-0.016264,-0.031963,0.010034,0.018693
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Sports,0.85253,0.615829,12,0.823563,0.594977,0.88149,0.632267,0.865225,0.600305,-0.028967,-0.020852,-0.016264,-0.031963,-0.012703,0.011111
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"Sports, Horse Riding",0.826883,0.31102,1,0.798364,0.293105,0.88149,0.632267,0.865225,0.600305,-0.028518,-0.017915,-0.016264,-0.031963,-0.012254,0.014048
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,The_Cold_War/Introduction,0.866472,0.598643,2,0.838142,0.567435,0.88149,0.632267,0.865225,0.600305,-0.02833,-0.031208,-0.016264,-0.031963,-0.012066,0.000755
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,The_Elements/Mixtures,0.906132,0.60838,1,0.881855,0.612616,0.88149,0.632267,0.865225,0.600305,-0.024277,0.004237,-0.016264,-0.031963,-0.008012,0.036199
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,The_Elements/Overview,0.892978,0.744702,1,0.836748,0.629875,0.88149,0.632267,0.865225,0.600305,-0.05623,-0.114828,-0.016264,-0.031963,-0.039966,-0.082865
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Transport/History,0.922882,0.764764,1,0.92082,0.763053,0.88149,0.632267,0.865225,0.600305,-0.002062,-0.001711,-0.016264,-0.031963,0.014203,0.030252
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Travel,0.875203,0.575221,31,0.869438,0.579206,0.88149,0.632267,0.865225,0.600305,-0.005765,0.003985,-0.016264,-0.031963,0.0105,0.035947
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"Travel, Accomodation",0.828779,0.497332,1,0.829131,0.507847,0.88149,0.632267,0.865225,0.600305,0.000353,0.010515,-0.016264,-0.031963,0.016617,0.042478
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"Travel, Art",0.899013,0.704249,1,0.899013,0.704249,0.88149,0.632267,0.865225,0.600305,0.0,0.0,-0.016264,-0.031963,0.016264,0.031963
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"Travel, Climate",0.914622,0.696121,2,0.770216,0.445745,0.88149,0.632267,0.865225,0.600305,-0.144406,-0.250376,-0.016264,-0.031963,-0.128142,-0.218413
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"Travel, Cuisine",0.93659,0.851473,1,0.918131,0.795173,0.88149,0.632267,0.865225,0.600305,-0.01846,-0.056301,-0.016264,-0.031963,-0.002195,-0.024338
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"Travel, Culture",0.887913,0.664601,4,0.847316,0.504537,0.88149,0.632267,0.865225,0.600305,-0.040597,-0.160064,-0.016264,-0.031963,-0.024333,-0.128101
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"Travel, Economy",0.890806,0.598143,2,0.695661,0.319474,0.88149,0.632267,0.865225,0.600305,-0.195145,-0.278669,-0.016264,-0.031963,-0.178881,-0.246706
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"Travel, Geography",0.878123,0.726465,3,0.878192,0.714395,0.88149,0.632267,0.865225,0.600305,6.9e-05,-0.01207,-0.016264,-0.031963,0.016333,0.019893
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"Travel, History",0.887502,0.735996,6,0.865755,0.644875,0.88149,0.632267,0.865225,0.600305,-0.021747,-0.091121,-0.016264,-0.031963,-0.005482,-0.059158
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"Travel, Insects",0.898955,0.509014,2,0.883452,0.475497,0.88149,0.632267,0.865225,0.600305,-0.015503,-0.033517,-0.016264,-0.031963,0.000761,-0.001555
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"Travel, Laundry",0.913396,0.626871,1,0.916574,0.685942,0.88149,0.632267,0.865225,0.600305,0.003178,0.059071,-0.016264,-0.031963,0.019443,0.091033
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"Travel, Music",0.88769,0.553671,2,0.88875,0.554228,0.88149,0.632267,0.865225,0.600305,0.00106,0.000557,-0.016264,-0.031963,0.017325,0.03252
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"Travel, Safety",0.880148,0.617325,10,0.881128,0.598263,0.88149,0.632267,0.865225,0.600305,0.00098,-0.019062,-0.016264,-0.031963,0.017245,0.012901
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"Travel, Sports Events",0.917804,0.746373,1,0.917804,0.746373,0.88149,0.632267,0.865225,0.600305,0.0,0.0,-0.016264,-0.031963,0.016264,0.031963
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"Travel, Tourism",0.904918,0.664103,4,0.898308,0.634256,0.88149,0.632267,0.865225,0.600305,-0.00661,-0.029847,-0.016264,-0.031963,0.009655,0.002116
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"Travel, Wildlife",0.874234,0.637501,3,0.880371,0.579482,0.88149,0.632267,0.865225,0.600305,0.006137,-0.058018,-0.016264,-0.031963,0.022402,-0.026056
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,United_States_Charters_Of_Freedom/Constitution,0.879175,0.597078,1,0.827293,0.331432,0.88149,0.632267,0.865225,0.600305,-0.051883,-0.265646,-0.016264,-0.031963,-0.035618,-0.233684
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,United_States_Charters_Of_Freedom/Declaration_Of_Independence,0.890244,0.339231,1,0.777393,0.362236,0.88149,0.632267,0.865225,0.600305,-0.112851,0.023005,-0.016264,-0.031963,-0.096587,0.054968
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Warfare,0.897536,0.629956,3,0.896365,0.671255,0.88149,0.632267,0.865225,0.600305,-0.001171,0.041299,-0.016264,-0.031963,0.015093,0.073261
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Weather,0.919198,0.75734,2,0.909831,0.774151,0.88149,0.632267,0.865225,0.600305,-0.009367,0.01681,-0.016264,-0.031963,0.006898,0.048773
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Wikijunior:Dinosaurs/Extinction,0.844226,0.48958,1,0.798196,0.432618,0.88149,0.632267,0.865225,0.600305,-0.04603,-0.056963,-0.016264,-0.031963,-0.029765,-0.025
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"Work, Travel",0.951002,0.872912,1,0.951002,0.872912,0.88149,0.632267,0.865225,0.600305,0.0,0.0,-0.016264,-0.031963,0.016264,0.031963
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,"World Heritage, Machu Picchu",0.942481,0.798602,1,0.929986,0.658589,0.88149,0.632267,0.865225,0.600305,-0.012495,-0.140012,-0.016264,-0.031963,0.00377,-0.10805
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,World_War_Ii/Liberation_Of_Western_Europe,0.916997,0.705227,1,0.922829,0.767044,0.88149,0.632267,0.865225,0.600305,0.005832,0.061817,-0.016264,-0.031963,0.022097,0.093779
NLLB 3.3B,4bit Omniquant,GR-EN,Topic,Yoga/Yoga_Tales,0.879404,0.699574,3,0.879888,0.690841,0.88149,0.632267,0.865225,0.600305,0.000484,-0.008733,-0.016264,-0.031963,0.016749,0.02323
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Domain,Other,0.878663,0.621925,64,0.873074,0.611911,0.883863,0.638801,0.865225,0.600305,-0.005589,-0.010014,-0.018638,-0.038497,0.013049,0.028482
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Domain,Wikijunior,0.891724,0.641857,31,0.85569,0.584677,0.883863,0.638801,0.865225,0.600305,-0.036034,-0.05718,-0.018638,-0.038497,-0.017397,-0.018683
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Domain,Wikinews,0.88496,0.660496,102,0.863408,0.611524,0.883863,0.638801,0.865225,0.600305,-0.021552,-0.048972,-0.018638,-0.038497,-0.002914,-0.010475
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Domain,Wikivoyage,0.883642,0.626883,103,0.865019,0.586686,0.883863,0.638801,0.865225,0.600305,-0.018624,-0.040198,-0.018638,-0.038497,1.4e-05,-0.001701
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Accident,0.906545,0.594949,4,0.902045,0.564026,0.883863,0.638801,0.865225,0.600305,-0.0045,-0.030923,-0.018638,-0.038497,0.014138,0.007574
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,American Education/Forgotten Half/Foster Care,0.889327,0.540813,1,0.882234,0.551697,0.883863,0.638801,0.865225,0.600305,-0.007093,0.010884,-0.018638,-0.038497,0.011545,0.049381
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,American Education/Technology (Role),0.81155,0.508116,1,0.813558,0.497542,0.883863,0.638801,0.865225,0.600305,0.002008,-0.010574,-0.018638,-0.038497,0.020646,0.027923
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,American_Revolution/The_Declaration_Of_Independence,0.926608,0.800077,1,0.914441,0.735641,0.883863,0.638801,0.865225,0.600305,-0.012167,-0.064436,-0.018638,-0.038497,0.006471,-0.02594
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Ancient Civilizations/Romans,0.895846,0.503756,2,0.894097,0.487503,0.883863,0.638801,0.865225,0.600305,-0.001749,-0.016254,-0.018638,-0.038497,0.016889,0.022243
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Ancient_Civilizations/Babylonians,0.881361,0.593228,2,0.868816,0.663744,0.883863,0.638801,0.865225,0.600305,-0.012545,0.070516,-0.018638,-0.038497,0.006092,0.109013
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Ancient_Civilizations/Hebrews,0.868335,0.780794,1,0.881128,0.811528,0.883863,0.638801,0.865225,0.600305,0.012793,0.030734,-0.018638,-0.038497,0.031431,0.069231
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Ancient_Civilizations/What_Is_A_Civilization%3F,0.884053,0.455687,1,0.809139,0.378199,0.883863,0.638801,0.865225,0.600305,-0.074914,-0.077488,-0.018638,-0.038497,-0.056276,-0.038992
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,"Antartica, Travel",0.899227,0.778837,2,0.896345,0.761942,0.883863,0.638801,0.865225,0.600305,-0.002883,-0.016896,-0.018638,-0.038497,0.015755,0.021601
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,"Big Cats, Lion",0.845865,0.523184,1,0.831161,0.474619,0.883863,0.638801,0.865225,0.600305,-0.014704,-0.048566,-0.018638,-0.038497,0.003934,-0.010069
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,"Big Cats, Ocelot",0.829696,0.516801,2,0.826115,0.533676,0.883863,0.638801,0.865225,0.600305,-0.003582,0.016875,-0.018638,-0.038497,0.015056,0.055372
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,"Big Cats, Tiger",0.887806,0.650404,1,0.776292,0.64902,0.883863,0.638801,0.865225,0.600305,-0.111515,-0.001384,-0.018638,-0.038497,-0.092877,0.037112
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,"Biology, Origin Of Life",0.899503,0.736012,1,0.897245,0.721774,0.883863,0.638801,0.865225,0.600305,-0.002258,-0.014239,-0.018638,-0.038497,0.01638,0.024258
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,"Biology, Plants",0.94584,0.827987,1,0.839898,0.559282,0.883863,0.638801,0.865225,0.600305,-0.105942,-0.268705,-0.018638,-0.038497,-0.087304,-0.230208
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Blended Learning/Blogging,0.903174,0.723026,1,0.905849,0.772368,0.883863,0.638801,0.865225,0.600305,0.002675,0.049343,-0.018638,-0.038497,0.021312,0.08784
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Blended Learning/Field Trips,0.858293,0.587137,2,0.862133,0.598684,0.883863,0.638801,0.865225,0.600305,0.00384,0.011547,-0.018638,-0.038497,0.022478,0.050043
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Bugs/Insects_Intro,0.878928,0.742058,2,0.826411,0.609184,0.883863,0.638801,0.865225,0.600305,-0.052517,-0.132874,-0.018638,-0.038497,-0.03388,-0.094377
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Business,0.884871,0.45858,2,0.857872,0.372768,0.883863,0.638801,0.865225,0.600305,-0.026999,-0.085813,-0.018638,-0.038497,-0.008362,-0.047316
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Climate,0.916915,0.759873,2,0.914465,0.748845,0.883863,0.638801,0.865225,0.600305,-0.002451,-0.011028,-0.018638,-0.038497,0.016187,0.027469
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Cognitive Psycology And Neuroscience/Cognitive Neuropsychology,0.890732,0.612697,3,0.886548,0.637856,0.883863,0.638801,0.865225,0.600305,-0.004184,0.025159,-0.018638,-0.038497,0.014454,0.063655
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Communication,0.893782,0.668264,1,0.889105,0.574154,0.883863,0.638801,0.865225,0.600305,-0.004677,-0.09411,-0.018638,-0.038497,0.013961,-0.055613
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Communication Theory/Nonverbal Comms,0.767841,0.43636,1,0.773352,0.429652,0.883863,0.638801,0.865225,0.600305,0.005511,-0.006709,-0.018638,-0.038497,0.024148,0.031788
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Communication Theory/Uses And Gratifications,0.935092,0.727844,2,0.940135,0.729468,0.883863,0.638801,0.865225,0.600305,0.005043,0.001623,-0.018638,-0.038497,0.023681,0.04012
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Crime,0.882267,0.572403,4,0.857926,0.54543,0.883863,0.638801,0.865225,0.600305,-0.024341,-0.026973,-0.018638,-0.038497,-0.005703,0.011524
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Crime And Law,0.905519,0.648741,6,0.902191,0.650962,0.883863,0.638801,0.865225,0.600305,-0.003328,0.002221,-0.018638,-0.038497,0.01531,0.040718
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Culture,0.88477,0.567185,1,0.864219,0.522294,0.883863,0.638801,0.865225,0.600305,-0.020551,-0.044891,-0.018638,-0.038497,-0.001913,-0.006394
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Culture And Entertainment,0.865345,0.593057,6,0.774289,0.456074,0.883863,0.638801,0.865225,0.600305,-0.091057,-0.136983,-0.018638,-0.038497,-0.072419,-0.098486
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,"Dinosaurs, Mosasaurus",0.862417,0.61885,1,0.856378,0.559654,0.883863,0.638801,0.865225,0.600305,-0.006039,-0.059197,-0.018638,-0.038497,0.012599,-0.0207
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Disaster,0.911711,0.691587,4,0.83906,0.566237,0.883863,0.638801,0.865225,0.600305,-0.072651,-0.12535,-0.018638,-0.038497,-0.054013,-0.086854
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Disasters And Accidents,0.911674,0.599336,3,0.904316,0.600109,0.883863,0.638801,0.865225,0.600305,-0.007358,0.000773,-0.018638,-0.038497,0.01128,0.039269
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,"Disease, Research, Canada",0.838573,0.634558,1,0.842302,0.604007,0.883863,0.638801,0.865225,0.600305,0.003729,-0.030552,-0.018638,-0.038497,0.022367,0.007945
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Entertainment,0.919714,0.801567,6,0.914242,0.78137,0.883863,0.638801,0.865225,0.600305,-0.005472,-0.020197,-0.018638,-0.038497,0.013165,0.0183
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Environment,0.902612,0.699994,6,0.886513,0.622516,0.883863,0.638801,0.865225,0.600305,-0.016099,-0.077478,-0.018638,-0.038497,0.002538,-0.038981
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Environmental_Theory_And_Collection_Of_Ideas/Environmentalism_And_Survival,0.867905,0.455507,3,0.865157,0.438125,0.883863,0.638801,0.865225,0.600305,-0.002748,-0.017382,-0.018638,-0.038497,0.01589,0.021115
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Europe/Vatican_City,0.929431,0.691839,1,0.932857,0.673901,0.883863,0.638801,0.865225,0.600305,0.003425,-0.017938,-0.018638,-0.038497,0.022063,0.020559
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,European History/Challenges To Spiritual Authority,0.889723,0.730706,2,0.888985,0.73209,0.883863,0.638801,0.865225,0.600305,-0.000737,0.001384,-0.018638,-0.038497,0.0179,0.03988
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,European History/Revolution In France,0.872207,0.592412,1,0.878592,0.580268,0.883863,0.638801,0.865225,0.600305,0.006385,-0.012144,-0.018638,-0.038497,0.025023,0.026353
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,European History/World War,0.883153,0.660706,1,0.879661,0.627857,0.883863,0.638801,0.865225,0.600305,-0.003492,-0.032849,-0.018638,-0.038497,0.015145,0.005648
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Food,0.872615,0.570799,3,0.807016,0.506209,0.883863,0.638801,0.865225,0.600305,-0.065599,-0.06459,-0.018638,-0.038497,-0.046961,-0.026094
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Fundamentals_Of_Transportation/Introduction,0.912297,0.786302,1,0.914842,0.687401,0.883863,0.638801,0.865225,0.600305,0.002545,-0.098901,-0.018638,-0.038497,0.021183,-0.060404
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Fundamentals_Of_Transportation/Traffic_Flow,0.89115,0.66024,2,0.851142,0.624253,0.883863,0.638801,0.865225,0.600305,-0.040007,-0.035987,-0.018638,-0.038497,-0.02137,0.002509
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Health,0.887366,0.599334,5,0.884839,0.588108,0.883863,0.638801,0.865225,0.600305,-0.002527,-0.011227,-0.018638,-0.038497,0.016111,0.02727
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,History Of Islam/Early Islam,0.871308,0.617249,2,0.861913,0.566329,0.883863,0.638801,0.865225,0.600305,-0.009395,-0.05092,-0.018638,-0.038497,0.009243,-0.012423
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,History Of Technology/Cultural Determinism,0.901205,0.801589,1,0.841876,0.527401,0.883863,0.638801,0.865225,0.600305,-0.059328,-0.274188,-0.018638,-0.038497,-0.040691,-0.235691
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,History Of Technology/Technological Determism,0.916857,0.720115,1,0.912421,0.687838,0.883863,0.638801,0.865225,0.600305,-0.004437,-0.032276,-0.018638,-0.038497,0.014201,0.00622
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,History_Of_Rail_Transport/Early_Rail_Transportation,0.869328,0.656858,1,0.865873,0.697983,0.883863,0.638801,0.865225,0.600305,-0.003455,0.041124,-0.018638,-0.038497,0.015183,0.079621
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,"How Things Work, Flush Toilets",0.869336,0.437234,1,0.869415,0.449376,0.883863,0.638801,0.865225,0.600305,7.9e-05,0.012142,-0.018638,-0.038497,0.018717,0.050639
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,How To Play The Violin/Bowing,0.741639,0.383686,2,0.800654,0.414679,0.883863,0.638801,0.865225,0.600305,0.059015,0.030993,-0.018638,-0.038497,0.077652,0.06949
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,How_Things_Work/Pencil,0.902509,0.674797,2,0.767706,0.506263,0.883863,0.638801,0.865225,0.600305,-0.134803,-0.168534,-0.018638,-0.038497,-0.116165,-0.130037
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,International,0.852029,0.508853,1,0.854887,0.49477,0.883863,0.638801,0.865225,0.600305,0.002859,-0.014083,-0.018638,-0.038497,0.021496,0.024414
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Internatoinal,0.923652,0.73635,1,0.912499,0.68836,0.883863,0.638801,0.865225,0.600305,-0.011153,-0.04799,-0.018638,-0.038497,0.007485,-0.009494
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Language/Italian,0.854831,0.508572,1,0.858802,0.541929,0.883863,0.638801,0.865225,0.600305,0.003971,0.033357,-0.018638,-0.038497,0.022608,0.071853
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Language/Persian,0.862068,0.589124,1,0.862068,0.589124,0.883863,0.638801,0.865225,0.600305,0.0,0.0,-0.018638,-0.038497,0.018638,0.038497
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Law,0.903098,0.731938,1,0.889749,0.678472,0.883863,0.638801,0.865225,0.600305,-0.013349,-0.053466,-0.018638,-0.038497,0.005289,-0.014969
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Learning Theories/Organizational Learning,0.897922,0.544236,1,0.893697,0.560578,0.883863,0.638801,0.865225,0.600305,-0.004225,0.016342,-0.018638,-0.038497,0.014413,0.054839
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Managing Groups & Teams/Leader Credibility,0.859965,0.64201,1,0.780658,0.585286,0.883863,0.638801,0.865225,0.600305,-0.079307,-0.056725,-0.018638,-0.038497,-0.060669,-0.018228
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Managing Groups & Teams/Motivation,0.924257,0.629156,3,0.922983,0.644246,0.883863,0.638801,0.865225,0.600305,-0.001274,0.01509,-0.018638,-0.038497,0.017364,0.053586
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Managing Groups & Teams/Virtual Teams,0.845198,0.529118,2,0.831323,0.503028,0.883863,0.638801,0.865225,0.600305,-0.013875,-0.02609,-0.018638,-0.038497,0.004763,0.012406
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Media,0.88935,0.660102,1,0.894196,0.700635,0.883863,0.638801,0.865225,0.600305,0.004846,0.040533,-0.018638,-0.038497,0.023483,0.07903
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Modern Photography/Format,0.84655,0.542814,2,0.852008,0.588712,0.883863,0.638801,0.865225,0.600305,0.005458,0.045898,-0.018638,-0.038497,0.024096,0.084395
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Music,0.806808,0.677243,1,0.794011,0.611109,0.883863,0.638801,0.865225,0.600305,-0.012796,-0.066134,-0.018638,-0.038497,0.005841,-0.027638
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Natural Wonders/Astronomy,0.908389,0.672008,2,0.88882,0.599605,0.883863,0.638801,0.865225,0.600305,-0.01957,-0.072403,-0.018638,-0.038497,-0.000932,-0.033906
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Natural Wonders/Botanical Tourism In Singapore,0.915721,0.637136,1,0.925508,0.657998,0.883863,0.638801,0.865225,0.600305,0.009787,0.020862,-0.018638,-0.038497,0.028425,0.059359
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Natural Wonders/Cherry Blossom,0.93385,0.852675,2,0.873171,0.641673,0.883863,0.638801,0.865225,0.600305,-0.060679,-0.211002,-0.018638,-0.038497,-0.042042,-0.172505
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Natural Wonders/Galapagos Wildlife,0.893006,0.712118,2,0.913204,0.773884,0.883863,0.638801,0.865225,0.600305,0.020198,0.061766,-0.018638,-0.038497,0.038836,0.100262
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Natural Wonders/Midnight Sun,0.884599,0.634759,1,0.823611,0.446849,0.883863,0.638801,0.865225,0.600305,-0.060989,-0.18791,-0.018638,-0.038497,-0.042351,-0.149413
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Natural Wonders/Waterways,0.837575,0.556253,2,0.845879,0.569607,0.883863,0.638801,0.865225,0.600305,0.008304,0.013354,-0.018638,-0.038497,0.026942,0.051851
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Nature,0.911854,0.681957,2,0.910543,0.638234,0.883863,0.638801,0.865225,0.600305,-0.001311,-0.043723,-0.018638,-0.038497,0.017327,-0.005226
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Nikola Tesla/Middle Years,0.921416,0.779564,1,0.920203,0.708654,0.883863,0.638801,0.865225,0.600305,-0.001213,-0.07091,-0.018638,-0.038497,0.017425,-0.032413
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Paleoanthropology/Genetics,0.900328,0.806711,1,0.900328,0.806711,0.883863,0.638801,0.865225,0.600305,0.0,0.0,-0.018638,-0.038497,0.018638,0.038497
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Topic,Paleoanthropology/Oldowan Period,0.896009,0.690301,1,0.885581,0.68926,0.883863,0.638801,0.865225,0.600305,-0.010428,-0.001041,-0.018638,-0.038497,0.008209,0.037455
