Base_Model,Quantization,Direction,Challenge,Normal_Count,Challenging_Count,COMET_Normal,COMET_Challenging,chrF_Normal,chrF_Challenging,COMET_Raw_Gap,chrF_Raw_Gap,Baseline_COMET_Normal,Baseline_COMET_Challenging,Baseline_chrF_Normal,Baseline_chrF_Challenging,Baseline_COMET_Raw_Gap,Baseline_chrF_Raw_Gap,Overall_COMET,Overall_chrF,Baseline_Overall_COMET,Baseline_Overall_chrF,COMET_Overall_Penalty,chrF_Overall_Penalty,COMET_Normal_Penalty,COMET_Challenging_Penalty,chrF_Normal_Penalty,chrF_Challenging_Penalty,COMET_Excess_Challenge_Effect,chrF_Excess_Challenge_Effect,COMET_Effect_Check,chrF_Effect_Check
Llama Krikri 8B,Int8 A8W8,GR-EN,Has_Rare_Words,41,159,0.885646,0.878152,0.627494,0.639062,0.007495,-0.011568,0.875761,0.87968,0.606621,0.64096,-0.00392,-0.034339,0.879688,0.63669,0.878883,0.633978,-0.000805,-0.002713,-0.009886,0.001528,-0.020874,0.001898,0.011414,0.022772,0.011414,0.022772
Llama Krikri 8B,Int8 A8W8,GR-EN,High_Morphology,150,50,0.878008,0.884729,0.631164,0.653269,-0.006721,-0.022105,0.875881,0.88789,0.626817,0.655458,-0.012009,-0.028641,0.879688,0.63669,0.878883,0.633978,-0.000805,-0.002713,-0.002127,0.003161,-0.004347,0.002189,0.005288,0.006536,0.005288,0.006536
Llama Krikri 8B,Int8 A8W8,GR-EN,Is_Long_Sentence,185,15,0.881346,0.859238,0.633874,0.671421,0.022109,-0.037547,0.880297,0.861857,0.629677,0.685777,0.018439,-0.056101,0.879688,0.63669,0.878883,0.633978,-0.000805,-0.002713,-0.001049,0.00262,-0.004198,0.014356,0.003669,0.018554,0.003669,0.018554
Llama Krikri 8B,Int8 Bookends,GR-EN,Has_Rare_Words,61,239,0.876969,0.879268,0.607496,0.637871,-0.002299,-0.030375,0.875761,0.87968,0.606621,0.64096,-0.00392,-0.034339,0.878801,0.631695,0.878883,0.633978,8.2e-05,0.002282,-0.001209,0.000412,-0.000875,0.003088,0.001621,0.003964,0.001621,0.003964
Llama Krikri 8B,Int8 Bookends,GR-EN,High_Morphology,225,75,0.876119,0.886846,0.623868,0.655176,-0.010727,-0.031307,0.875881,0.88789,0.626817,0.655458,-0.012009,-0.028641,0.878801,0.631695,0.878883,0.633978,8.2e-05,0.002282,-0.000238,0.001044,0.002949,0.000283,0.001282,-0.002666,0.001282,-0.002666
Llama Krikri 8B,Int8 Bookends,GR-EN,Is_Long_Sentence,277,23,0.880375,0.859841,0.627351,0.684017,0.020534,-0.056666,0.880297,0.861857,0.629677,0.685777,0.018439,-0.056101,0.878801,0.631695,0.878883,0.633978,8.2e-05,0.002282,-7.8e-05,0.002016,0.002326,0.001761,0.002095,-0.000565,0.002095,-0.000565
Llama Krikri 8B,Nf4,GR-EN,Has_Rare_Words,61,239,0.87767,0.878565,0.606637,0.632178,-0.000895,-0.025541,0.875761,0.87968,0.606621,0.64096,-0.00392,-0.034339,0.878383,0.626984,0.878883,0.633978,0.0005,0.006993,-0.001909,0.001115,-1.6e-05,0.008782,0.003024,0.008798,0.003024,0.008798
Llama Krikri 8B,Nf4,GR-EN,High_Morphology,225,75,0.875728,0.886348,0.621551,0.643285,-0.01062,-0.021734,0.875881,0.88789,0.626817,0.655458,-0.012009,-0.028641,0.878383,0.626984,0.878883,0.633978,0.0005,0.006993,0.000153,0.001542,0.005266,0.012173,0.001389,0.006907,0.001389,0.006907
Llama Krikri 8B,Nf4,GR-EN,Is_Long_Sentence,277,23,0.87968,0.862768,0.622268,0.68379,0.016912,-0.061522,0.880297,0.861857,0.629677,0.685777,0.018439,-0.056101,0.878383,0.626984,0.878883,0.633978,0.0005,0.006993,0.000617,-0.00091,0.007409,0.001987,-0.001527,-0.005421,-0.001527,-0.005421
Mistral 7B,2bit 10% Fast Spqr,All,Has_Rare_Words,224,376,0.498186,0.561611,0.256934,0.281589,-0.063425,-0.024656,0.681531,0.729134,0.37823,0.423517,-0.047603,-0.045286,0.537932,0.272385,0.711362,0.40661,0.17343,0.134225,0.183345,0.167523,0.121297,0.141927,-0.015822,0.020631,-0.015822,0.020631
Mistral 7B,2bit 10% Fast Spqr,All,High_Morphology,450,150,0.535221,0.546066,0.273068,0.270336,-0.010845,0.002732,0.707333,0.723448,0.405151,0.410987,-0.016115,-0.005836,0.537932,0.272385,0.711362,0.40661,0.17343,0.134225,0.172113,0.177382,0.132083,0.140652,0.00527,0.008568,0.00527,0.008568
Mistral 7B,2bit 10% Fast Spqr,All,Is_Long_Sentence,565,35,0.537067,0.551893,0.270983,0.295007,-0.014825,-0.024024,0.711825,0.703897,0.403573,0.455637,0.007927,-0.052064,0.537932,0.272385,0.711362,0.40661,0.17343,0.134225,0.174757,0.152004,0.13259,0.16063,-0.022753,0.02804,-0.022753,0.02804
Mistral 7B,2bit 5% Spqr,All,Has_Rare_Words,224,376,0.396931,0.457604,0.191,0.219805,-0.060673,-0.028806,0.681531,0.729134,0.37823,0.423517,-0.047603,-0.045286,0.434952,0.209051,0.711362,0.40661,0.27641,0.197559,0.2846,0.27153,0.187231,0.203712,-0.01307,0.016481,-0.01307,0.016481
Mistral 7B,2bit 5% Spqr,All,High_Morphology,450,150,0.43221,0.443179,0.209946,0.206368,-0.010969,0.003578,0.707333,0.723448,0.405151,0.410987,-0.016115,-0.005836,0.434952,0.209051,0.711362,0.40661,0.27641,0.197559,0.275123,0.280269,0.195205,0.20462,0.005146,0.009415,0.005146,0.009415
Mistral 7B,2bit 5% Spqr,All,Is_Long_Sentence,565,35,0.432928,0.467639,0.206743,0.246314,-0.034712,-0.039571,0.711825,0.703897,0.403573,0.455637,0.007927,-0.052064,0.434952,0.209051,0.711362,0.40661,0.27641,0.197559,0.278897,0.236258,0.19683,0.209323,-0.042639,0.012493,-0.042639,0.012493
Mistral 7B,4bit K-Means,All,Has_Rare_Words,224,376,0.462245,0.481856,0.248608,0.25088,-0.019612,-0.002272,0.681531,0.729134,0.37823,0.423517,-0.047603,-0.045286,0.474534,0.250032,0.711362,0.40661,0.236828,0.156578,0.219286,0.247278,0.129622,0.172637,0.027992,0.043015,0.027992,0.043015
Mistral 7B,4bit K-Means,All,High_Morphology,450,150,0.468849,0.49159,0.251322,0.246162,-0.02274,0.00516,0.707333,0.723448,0.405151,0.410987,-0.016115,-0.005836,0.474534,0.250032,0.711362,0.40661,0.236828,0.156578,0.238484,0.231859,0.153829,0.164825,-0.006626,0.010997,-0.006626,0.010997
Mistral 7B,4bit K-Means,All,Is_Long_Sentence,565,35,0.476954,0.43547,0.250651,0.240048,0.041484,0.010603,0.711825,0.703897,0.403573,0.455637,0.007927,-0.052064,0.474534,0.250032,0.711362,0.40661,0.236828,0.156578,0.23487,0.268427,0.152922,0.215589,0.033556,0.062667,0.033556,0.062667
Mistral 7B,4bit Omniquant,All,Has_Rare_Words,224,376,0.64344,0.705921,0.35294,0.410845,-0.062481,-0.057905,0.681531,0.729134,0.37823,0.423517,-0.047603,-0.045286,0.682595,0.389227,0.711362,0.40661,0.028767,0.017383,0.038091,0.023212,0.02529,0.012672,-0.014878,-0.012618,-0.014878,-0.012618
Mistral 7B,4bit Omniquant,All,High_Morphology,450,150,0.679677,0.691348,0.388176,0.392381,-0.011671,-0.004206,0.707333,0.723448,0.405151,0.410987,-0.016115,-0.005836,0.682595,0.389227,0.711362,0.40661,0.028767,0.017383,0.027656,0.0321,0.016975,0.018606,0.004444,0.001631,0.004444,0.001631
Mistral 7B,4bit Omniquant,All,Is_Long_Sentence,565,35,0.681301,0.703488,0.385282,0.452913,-0.022187,-0.067631,0.711825,0.703897,0.403573,0.455637,0.007927,-0.052064,0.682595,0.389227,0.711362,0.40661,0.028767,0.017383,0.030524,0.000409,0.018291,0.002724,-0.030115,-0.015567,-0.030115,-0.015567
Mistral 7B,4bit Optimized GPTQ,All,Has_Rare_Words,224,376,0.635524,0.705595,0.360354,0.403844,-0.070071,-0.04349,0.681531,0.729134,0.37823,0.423517,-0.047603,-0.045286,0.679435,0.387608,0.711362,0.40661,0.031927,0.019002,0.046007,0.023539,0.017876,0.019673,-0.022468,0.001797,-0.022468,0.001797
Mistral 7B,4bit Optimized GPTQ,All,High_Morphology,450,150,0.677714,0.684599,0.386493,0.390952,-0.006885,-0.004459,0.707333,0.723448,0.405151,0.410987,-0.016115,-0.005836,0.679435,0.387608,0.711362,0.40661,0.031927,0.019002,0.02962,0.038849,0.018657,0.020035,0.00923,0.001377,0.00923,0.001377
Mistral 7B,4bit Optimized GPTQ,All,Is_Long_Sentence,565,35,0.677666,0.707998,0.384039,0.445224,-0.030333,-0.061185,0.711825,0.703897,0.403573,0.455637,0.007927,-0.052064,0.679435,0.387608,0.711362,0.40661,0.031927,0.019002,0.034159,-0.004101,0.019534,0.010413,-0.03826,-0.009121,-0.03826,-0.009121
Mistral 7B,4bit Spinquant,All,Has_Rare_Words,224,376,0.649624,0.71378,0.356946,0.408974,-0.064156,-0.052028,0.681531,0.729134,0.37823,0.423517,-0.047603,-0.045286,0.689828,0.38955,0.711362,0.40661,0.021534,0.01706,0.031907,0.015354,0.021284,0.014543,-0.016553,-0.006741,-0.016553,-0.006741
Mistral 7B,4bit Spinquant,All,High_Morphology,450,150,0.68565,0.702363,0.388139,0.393785,-0.016713,-0.005646,0.707333,0.723448,0.405151,0.410987,-0.016115,-0.005836,0.689828,0.38955,0.711362,0.40661,0.021534,0.01706,0.021683,0.021085,0.017012,0.017202,-0.000598,0.00019,-0.000598,0.00019
Mistral 7B,4bit Spinquant,All,Is_Long_Sentence,565,35,0.68801,0.719186,0.386357,0.441095,-0.031176,-0.054737,0.711825,0.703897,0.403573,0.455637,0.007927,-0.052064,0.689828,0.38955,0.711362,0.40661,0.021534,0.01706,0.023815,-0.015289,0.017216,0.014542,-0.039104,-0.002674,-0.039104,-0.002674
Mistral 7B,4bit Static GPTQ,All,Has_Rare_Words,224,376,0.656242,0.717867,0.366484,0.418967,-0.061625,-0.052483,0.681531,0.729134,0.37823,0.423517,-0.047603,-0.045286,0.694861,0.399373,0.711362,0.40661,0.016501,0.007236,0.025288,0.011266,0.011746,0.00455,-0.014022,-0.007196,-0.014022,-0.007196
Mistral 7B,4bit Static GPTQ,All,High_Morphology,450,150,0.689538,0.71083,0.396823,0.407024,-0.021292,-0.0102,0.707333,0.723448,0.405151,0.410987,-0.016115,-0.005836,0.694861,0.399373,0.711362,0.40661,0.016501,0.007236,0.017796,0.012619,0.008327,0.003964,-0.005177,-0.004364,-0.005177,-0.004364
Mistral 7B,4bit Static GPTQ,All,Is_Long_Sentence,565,35,0.693915,0.71013,0.396001,0.453821,-0.016215,-0.05782,0.711825,0.703897,0.403573,0.455637,0.007927,-0.052064,0.694861,0.399373,0.711362,0.40661,0.016501,0.007236,0.01791,-0.006233,0.007572,0.001816,-0.024142,-0.005756,-0.024142,-0.005756
Mistral 7B,4bit True GPTQ,All,Has_Rare_Words,224,376,0.651713,0.717128,0.362899,0.417091,-0.065414,-0.054193,0.681531,0.729134,0.37823,0.423517,-0.047603,-0.045286,0.692706,0.396859,0.711362,0.40661,0.018656,0.009751,0.029818,0.012006,0.015332,0.006426,-0.017811,-0.008906,-0.017811,-0.008906
Mistral 7B,4bit True GPTQ,All,High_Morphology,450,150,0.688783,0.704475,0.395303,0.401527,-0.015692,-0.006223,0.707333,0.723448,0.405151,0.410987,-0.016115,-0.005836,0.692706,0.396859,0.711362,0.40661,0.018656,0.009751,0.01855,0.018973,0.009847,0.009461,0.000423,-0.000387,0.000423,-0.000387
Mistral 7B,4bit True GPTQ,All,Is_Long_Sentence,565,35,0.691451,0.712969,0.393126,0.457122,-0.021518,-0.063996,0.711825,0.703897,0.403573,0.455637,0.007927,-0.052064,0.692706,0.396859,0.711362,0.40661,0.018656,0.009751,0.020373,-0.009072,0.010447,-0.001485,-0.029445,-0.011932,-0.029445,-0.011932
Mistral 7B,Analytical Net Mngr 3.7GB,All,Has_Rare_Words,224,376,0.589061,0.619275,0.314354,0.340823,-0.030213,-0.026468,0.681531,0.729134,0.37823,0.423517,-0.047603,-0.045286,0.607995,0.330941,0.711362,0.40661,0.103367,0.075669,0.09247,0.109859,0.063876,0.082694,0.01739,0.018818,0.01739,0.018818
Mistral 7B,Analytical Net Mngr 3.7GB,All,High_Morphology,450,150,0.607293,0.610101,0.331917,0.328013,-0.002809,0.003904,0.707333,0.723448,0.405151,0.410987,-0.016115,-0.005836,0.607995,0.330941,0.711362,0.40661,0.103367,0.075669,0.100041,0.113347,0.073234,0.082974,0.013306,0.00974,0.013306,0.00974
Mistral 7B,Analytical Net Mngr 3.7GB,All,Is_Long_Sentence,565,35,0.606556,0.631216,0.328325,0.373177,-0.024659,-0.044852,0.711825,0.703897,0.403573,0.455637,0.007927,-0.052064,0.607995,0.330941,0.711362,0.40661,0.103367,0.075669,0.105268,0.072681,0.075248,0.082459,-0.032587,0.007211,-0.032587,0.007211
Mistral 7B,Empirical Net Mngr 3.7GB,All,Has_Rare_Words,224,376,0.607536,0.643528,0.330128,0.354117,-0.035992,-0.02399,0.681531,0.729134,0.37823,0.423517,-0.047603,-0.045286,0.630091,0.345161,0.711362,0.40661,0.081271,0.061449,0.073995,0.085606,0.048103,0.069399,0.011611,0.021297,0.011611,0.021297
Mistral 7B,Empirical Net Mngr 3.7GB,All,High_Morphology,450,150,0.626627,0.640481,0.343252,0.350889,-0.013854,-0.007638,0.707333,0.723448,0.405151,0.410987,-0.016115,-0.005836,0.630091,0.345161,0.711362,0.40661,0.081271,0.061449,0.080706,0.082967,0.061899,0.060098,0.002261,-0.001801,0.002261,-0.001801
Mistral 7B,Empirical Net Mngr 3.7GB,All,Is_Long_Sentence,565,35,0.629716,0.636134,0.342919,0.381359,-0.006417,-0.03844,0.711825,0.703897,0.403573,0.455637,0.007927,-0.052064,0.630091,0.345161,0.711362,0.40661,0.081271,0.061449,0.082108,0.067763,0.060654,0.074278,-0.014345,0.013624,-0.014345,0.013624
Mistral 7B,Fp4,All,Has_Rare_Words,224,376,0.65176,0.725207,0.357505,0.413849,-0.073448,-0.056344,0.681531,0.729134,0.37823,0.423517,-0.047603,-0.045286,0.697787,0.392814,0.711362,0.40661,0.013575,0.013796,0.029771,0.003927,0.020726,0.009668,-0.025844,-0.011058,-0.025844,-0.011058
Mistral 7B,Fp4,All,High_Morphology,450,150,0.694673,0.707126,0.391848,0.395709,-0.012453,-0.00386,0.707333,0.723448,0.405151,0.410987,-0.016115,-0.005836,0.697787,0.392814,0.711362,0.40661,0.013575,0.013796,0.01266,0.016322,0.013302,0.015278,0.003662,0.001976,0.003662,0.001976
Mistral 7B,Fp4,All,Is_Long_Sentence,565,35,0.696761,0.714339,0.389143,0.452063,-0.017578,-0.062919,0.711825,0.703897,0.403573,0.455637,0.007927,-0.052064,0.697787,0.392814,0.711362,0.40661,0.013575,0.013796,0.015063,-0.010442,0.01443,0.003574,-0.025505,-0.010856,-0.025505,-0.010856
Mistral 7B,Fp4 AWQ,All,Has_Rare_Words,224,376,0.665058,0.720885,0.361343,0.419639,-0.055828,-0.058296,0.681531,0.729134,0.37823,0.423517,-0.047603,-0.045286,0.700043,0.397875,0.711362,0.40661,0.011319,0.008735,0.016473,0.008249,0.016887,0.003878,-0.008225,-0.01301,-0.008225,-0.01301
Mistral 7B,Fp4 AWQ,All,High_Morphology,450,150,0.695992,0.712194,0.395511,0.404968,-0.016202,-0.009458,0.707333,0.723448,0.405151,0.410987,-0.016115,-0.005836,0.700043,0.397875,0.711362,0.40661,0.011319,0.008735,0.011341,0.011254,0.00964,0.006019,-8.7e-05,-0.003621,-8.7e-05,-0.003621
Mistral 7B,Fp4 AWQ,All,Is_Long_Sentence,565,35,0.699143,0.714576,0.393972,0.460877,-0.015433,-0.066905,0.711825,0.703897,0.403573,0.455637,0.007927,-0.052064,0.700043,0.397875,0.711362,0.40661,0.011319,0.008735,0.012682,-0.010678,0.0096,-0.005241,-0.02336,-0.014841,-0.02336,-0.014841
Mistral 7B,Fp8,All,Has_Rare_Words,224,376,0.679336,0.732661,0.377578,0.424047,-0.053325,-0.046469,0.681531,0.729134,0.37823,0.423517,-0.047603,-0.045286,0.712753,0.406698,0.711362,0.40661,-0.001391,-8.8e-05,0.002195,-0.003527,0.000653,-0.00053,-0.005722,-0.001183,-0.005722,-0.001183
Mistral 7B,Fp8,All,High_Morphology,450,150,0.711546,0.716373,0.404743,0.412564,-0.004826,-0.007821,0.707333,0.723448,0.405151,0.410987,-0.016115,-0.005836,0.712753,0.406698,0.711362,0.40661,-0.001391,-8.8e-05,-0.004213,0.007075,0.000408,-0.001577,0.011288,-0.001985,0.011288,-0.001985
Mistral 7B,Fp8,All,Is_Long_Sentence,565,35,0.713539,0.700056,0.403612,0.456521,0.013483,-0.052909,0.711825,0.703897,0.403573,0.455637,0.007927,-0.052064,0.712753,0.406698,0.711362,0.40661,-0.001391,-8.8e-05,-0.001715,0.003841,-3.9e-05,-0.000885,0.005556,-0.000845,0.005556,-0.000845
Mistral 7B,Fp8 Per Tensor,All,Has_Rare_Words,224,376,0.671876,0.729584,0.375901,0.425519,-0.057708,-0.049618,0.681531,0.729134,0.37823,0.423517,-0.047603,-0.045286,0.708039,0.406995,0.711362,0.40661,0.003323,-0.000385,0.009655,-0.00045,0.00233,-0.002002,-0.010105,-0.004332,-0.010105,-0.004332
Mistral 7B,Fp8 Per Tensor,All,High_Morphology,450,150,0.704718,0.718004,0.405736,0.410772,-0.013286,-0.005036,0.707333,0.723448,0.405151,0.410987,-0.016115,-0.005836,0.708039,0.406995,0.711362,0.40661,0.003323,-0.000385,0.002616,0.005444,-0.000585,0.000215,0.002829,0.000801,0.002829,0.000801
Mistral 7B,Fp8 Per Tensor,All,Is_Long_Sentence,565,35,0.707621,0.71479,0.403759,0.459235,-0.007169,-0.055476,0.711825,0.703897,0.403573,0.455637,0.007927,-0.052064,0.708039,0.406995,0.711362,0.40661,0.003323,-0.000385,0.004203,-0.010893,-0.000186,-0.003598,-0.015096,-0.003412,-0.015096,-0.003412
Mistral 7B,Full Model,All,Has_Rare_Words,224,376,0.681531,0.729134,0.37823,0.423517,-0.047603,-0.045286,0.681531,0.729134,0.37823,0.423517,-0.047603,-0.045286,0.711362,0.40661,0.711362,0.40661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mistral 7B,Full Model,All,High_Morphology,450,150,0.707333,0.723448,0.405151,0.410987,-0.016115,-0.005836,0.707333,0.723448,0.405151,0.410987,-0.016115,-0.005836,0.711362,0.40661,0.711362,0.40661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mistral 7B,Full Model,All,Is_Long_Sentence,565,35,0.711825,0.703897,0.403573,0.455637,0.007927,-0.052064,0.711825,0.703897,0.403573,0.455637,0.007927,-0.052064,0.711362,0.40661,0.711362,0.40661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mistral 7B,Int2 Batch16,All,Has_Rare_Words,224,376,0.354069,0.403177,0.161174,0.185475,-0.049108,-0.024301,0.681531,0.729134,0.37823,0.423517,-0.047603,-0.045286,0.384843,0.176402,0.711362,0.40661,0.326519,0.230207,0.327462,0.325957,0.217057,0.238042,-0.001505,0.020985,-0.001505,0.020985
Mistral 7B,Int2 Batch16,All,High_Morphology,450,150,0.384303,0.386464,0.175681,0.178566,-0.002161,-0.002885,0.707333,0.723448,0.405151,0.410987,-0.016115,-0.005836,0.384843,0.176402,0.711362,0.40661,0.326519,0.230207,0.32303,0.336984,0.22947,0.232421,0.013954,0.002952,0.013954,0.002952
Mistral 7B,Int2 Batch16,All,Is_Long_Sentence,565,35,0.385809,0.369252,0.176627,0.172775,0.016557,0.003852,0.711825,0.703897,0.403573,0.455637,0.007927,-0.052064,0.384843,0.176402,0.711362,0.40661,0.326519,0.230207,0.326015,0.334645,0.226946,0.282861,0.008629,0.055916,0.008629,0.055916
Mistral 7B,Int4,All,Has_Rare_Words,224,376,0.639383,0.713958,0.359584,0.410916,-0.074575,-0.051331,0.681531,0.729134,0.37823,0.423517,-0.047603,-0.045286,0.686116,0.391752,0.711362,0.40661,0.025246,0.014858,0.042148,0.015176,0.018646,0.012601,-0.026972,-0.006045,-0.026972,-0.006045
Mistral 7B,Int4,All,High_Morphology,450,150,0.682496,0.696978,0.39057,0.395298,-0.014482,-0.004728,0.707333,0.723448,0.405151,0.410987,-0.016115,-0.005836,0.686116,0.391752,0.711362,0.40661,0.025246,0.014858,0.024838,0.02647,0.014581,0.01569,0.001633,0.001109,0.001633,0.001109
Mistral 7B,Int4,All,Is_Long_Sentence,565,35,0.685573,0.694886,0.388542,0.443565,-0.009313,-0.055023,0.711825,0.703897,0.403573,0.455637,0.007927,-0.052064,0.686116,0.391752,0.711362,0.40661,0.025246,0.014858,0.026251,0.009011,0.01503,0.012072,-0.01724,-0.002959,-0.01724,-0.002959
Mistral 7B,Int4 AWQ,All,Has_Rare_Words,224,376,0.650916,0.712798,0.365293,0.415324,-0.061883,-0.050031,0.681531,0.729134,0.37823,0.423517,-0.047603,-0.045286,0.689696,0.396646,0.711362,0.40661,0.021667,0.009964,0.030615,0.016336,0.012937,0.008192,-0.014279,-0.004745,-0.014279,-0.004745
Mistral 7B,Int4 AWQ,All,High_Morphology,450,150,0.687574,0.696061,0.397713,0.393446,-0.008487,0.004266,0.707333,0.723448,0.405151,0.410987,-0.016115,-0.005836,0.689696,0.396646,0.711362,0.40661,0.021667,0.009964,0.01976,0.027387,0.007438,0.017541,0.007628,0.010103,0.007628,0.010103
Mistral 7B,Int4 AWQ,All,Is_Long_Sentence,565,35,0.688152,0.714617,0.393081,0.454199,-0.026465,-0.061118,0.711825,0.703897,0.403573,0.455637,0.007927,-0.052064,0.689696,0.396646,0.711362,0.40661,0.021667,0.009964,0.023673,-0.01072,0.010492,0.001438,-0.034393,-0.009054,-0.034393,-0.009054
Mistral 7B,Int8,All,Has_Rare_Words,224,376,0.676391,0.728449,0.378896,0.423291,-0.052059,-0.044395,0.681531,0.729134,0.37823,0.423517,-0.047603,-0.045286,0.709014,0.406717,0.711362,0.40661,0.002348,-0.000107,0.00514,0.000685,-0.000666,0.000226,-0.004455,0.000892,-0.004455,0.000892
Mistral 7B,Int8,All,High_Morphology,450,150,0.705015,0.72101,0.404296,0.413981,-0.015995,-0.009686,0.707333,0.723448,0.405151,0.410987,-0.016115,-0.005836,0.709014,0.406717,0.711362,0.40661,0.002348,-0.000107,0.002318,0.002438,0.000855,-0.002994,0.00012,-0.003849,0.00012,-0.003849
Mistral 7B,Int8,All,Is_Long_Sentence,565,35,0.708969,0.709748,0.40371,0.455256,-0.000779,-0.051546,0.711825,0.703897,0.403573,0.455637,0.007927,-0.052064,0.709014,0.406717,0.711362,0.40661,0.002348,-0.000107,0.002856,-0.005851,-0.000137,0.000381,-0.008707,0.000518,-0.008707,0.000518
Mistral 7B,Int8 A8W8,All,Has_Rare_Words,224,376,0.66716,0.731565,0.372143,0.426772,-0.064404,-0.054629,0.681531,0.729134,0.37823,0.423517,-0.047603,-0.045286,0.70752,0.406377,0.711362,0.40661,0.003842,0.000233,0.014371,-0.002431,0.006087,-0.003255,-0.016801,-0.009342,-0.016801,-0.009342
Mistral 7B,Int8 A8W8,All,High_Morphology,450,150,0.703999,0.718086,0.405717,0.408356,-0.014088,-0.002639,0.707333,0.723448,0.405151,0.410987,-0.016115,-0.005836,0.70752,0.406377,0.711362,0.40661,0.003842,0.000233,0.003335,0.005362,-0.000566,0.002631,0.002027,0.003197,0.002027,0.003197
Mistral 7B,Int8 A8W8,All,Is_Long_Sentence,565,35,0.706625,0.72197,0.403285,0.456285,-0.015345,-0.053,0.711825,0.703897,0.403573,0.455637,0.007927,-0.052064,0.70752,0.406377,0.711362,0.40661,0.003842,0.000233,0.005199,-0.018073,0.000288,-0.000648,-0.023273,-0.000936,-0.023273,-0.000936
Mistral 7B,Int8 Bookends,All,Has_Rare_Words,224,376,0.681226,0.725638,0.377023,0.422686,-0.044412,-0.045663,0.681531,0.729134,0.37823,0.423517,-0.047603,-0.045286,0.709058,0.405638,0.711362,0.40661,0.002305,0.000972,0.000305,0.003496,0.001208,0.000831,0.003191,-0.000377,0.003191,-0.000377
Mistral 7B,Int8 Bookends,All,High_Morphology,450,150,0.705445,0.719897,0.404804,0.408142,-0.014452,-0.003339,0.707333,0.723448,0.405151,0.410987,-0.016115,-0.005836,0.709058,0.405638,0.711362,0.40661,0.002305,0.000972,0.001889,0.003552,0.000347,0.002845,0.001663,0.002498,0.001663,0.002498
Mistral 7B,Int8 Bookends,All,Is_Long_Sentence,565,35,0.708618,0.716161,0.402418,0.457618,-0.007544,-0.0552,0.711825,0.703897,0.403573,0.455637,0.007927,-0.052064,0.709058,0.405638,0.711362,0.40661,0.002305,0.000972,0.003207,-0.012264,0.001155,-0.001982,-0.015471,-0.003136,-0.015471,-0.003136
Mistral 7B,Nf4,All,Has_Rare_Words,224,376,0.653246,0.723144,0.368953,0.421631,-0.069898,-0.052678,0.681531,0.729134,0.37823,0.423517,-0.047603,-0.045286,0.697049,0.401964,0.711362,0.40661,0.014313,0.004646,0.028285,0.005989,0.009278,0.001886,-0.022295,-0.007391,-0.022295,-0.007391
Mistral 7B,Nf4,All,High_Morphology,450,150,0.693708,0.707072,0.401273,0.404037,-0.013363,-0.002763,0.707333,0.723448,0.405151,0.410987,-0.016115,-0.005836,0.697049,0.401964,0.711362,0.40661,0.014313,0.004646,0.013625,0.016377,0.003877,0.006951,0.002752,0.003073,0.002752,0.003073
Mistral 7B,Nf4,All,Is_Long_Sentence,565,35,0.695702,0.718802,0.398239,0.462097,-0.0231,-0.063857,0.711825,0.703897,0.403573,0.455637,0.007927,-0.052064,0.697049,0.401964,0.711362,0.40661,0.014313,0.004646,0.016123,-0.014904,0.005334,-0.00646,-0.031027,-0.011794,-0.031027,-0.011794
Mistral 7B,2bit 10% Fast Spqr,EN-GR,Has_Rare_Words,163,137,0.41955,0.4138,0.209552,0.193286,0.00575,0.016266,0.624861,0.604902,0.327341,0.317663,0.019959,0.009678,0.416924,0.202124,0.615746,0.322921,0.198822,0.120797,0.205311,0.191102,0.117789,0.124376,-0.014209,0.006588,-0.014209,0.006588
Mistral 7B,2bit 10% Fast Spqr,EN-GR,High_Morphology,225,75,0.411239,0.433979,0.205069,0.193289,-0.02274,0.01178,0.609568,0.634282,0.322318,0.324731,-0.024714,-0.002413,0.416924,0.202124,0.615746,0.322921,0.198822,0.120797,0.198329,0.200303,0.117249,0.131442,0.001974,0.014194,0.001974,0.014194
Mistral 7B,2bit 10% Fast Spqr,EN-GR,Is_Long_Sentence,288,12,0.419442,0.356486,0.203021,0.180596,0.062957,0.022425,0.620263,0.507346,0.324649,0.281456,0.112917,0.043193,0.416924,0.202124,0.615746,0.322921,0.198822,0.120797,0.200821,0.15086,0.121628,0.10086,-0.04996,-0.020768,-0.04996,-0.020768
Mistral 7B,2bit 5% Spqr,EN-GR,Has_Rare_Words,163,137,0.339172,0.33617,0.164959,0.166714,0.003002,-0.001755,0.624861,0.604902,0.327341,0.317663,0.019959,0.009678,0.337801,0.16576,0.615746,0.322921,0.277945,0.157161,0.285689,0.268732,0.162382,0.150949,-0.016957,-0.011433,-0.016957,-0.011433
Mistral 7B,2bit 5% Spqr,EN-GR,High_Morphology,225,75,0.335548,0.344561,0.168578,0.157306,-0.009013,0.011273,0.609568,0.634282,0.322318,0.324731,-0.024714,-0.002413,0.337801,0.16576,0.615746,0.322921,0.277945,0.157161,0.27402,0.289721,0.153739,0.167425,0.015701,0.013686,0.015701,0.013686
