Base_Model,Quantization,Direction,Challenge,Normal_Count,Challenging_Count,COMET_Normal,COMET_Challenging,chrF_Normal,chrF_Challenging,COMET_Raw_Gap,chrF_Raw_Gap,Baseline_COMET_Normal,Baseline_COMET_Challenging,Baseline_chrF_Normal,Baseline_chrF_Challenging,Baseline_COMET_Raw_Gap,Baseline_chrF_Raw_Gap,Overall_COMET,Overall_chrF,Baseline_Overall_COMET,Baseline_Overall_chrF,COMET_Overall_Penalty,chrF_Overall_Penalty,COMET_Normal_Penalty,COMET_Challenging_Penalty,chrF_Normal_Penalty,chrF_Challenging_Penalty,COMET_Excess_Challenge_Effect,chrF_Excess_Challenge_Effect,COMET_Effect_Check,chrF_Effect_Check
Mistral 7B,2bit 5% Spqr,EN-GR,Is_Long_Sentence,288,12,0.337567,0.343418,0.165031,0.183252,-0.005851,-0.018221,0.620263,0.507346,0.324649,0.281456,0.112917,0.043193,0.337801,0.16576,0.615746,0.322921,0.277945,0.157161,0.282696,0.163928,0.159618,0.098203,-0.118768,-0.061414,-0.118768,-0.061414
Mistral 7B,4bit K-Means,EN-GR,Has_Rare_Words,163,137,0.44189,0.444098,0.240049,0.230944,-0.002208,0.009104,0.624861,0.604902,0.327341,0.317663,0.019959,0.009678,0.442899,0.235891,0.615746,0.322921,0.172848,0.08703,0.182971,0.160804,0.087292,0.086718,-0.022167,-0.000574,-0.022167,-0.000574
Mistral 7B,4bit K-Means,EN-GR,High_Morphology,225,75,0.43743,0.459305,0.239711,0.224431,-0.021875,0.01528,0.609568,0.634282,0.322318,0.324731,-0.024714,-0.002413,0.442899,0.235891,0.615746,0.322921,0.172848,0.08703,0.172138,0.174977,0.082607,0.1003,0.002839,0.017693,0.002839,0.017693
Mistral 7B,4bit K-Means,EN-GR,Is_Long_Sentence,288,12,0.44461,0.401819,0.236404,0.223565,0.042791,0.012839,0.620263,0.507346,0.324649,0.281456,0.112917,0.043193,0.442899,0.235891,0.615746,0.322921,0.172848,0.08703,0.175653,0.105527,0.088244,0.057891,-0.070126,-0.030354,-0.070126,-0.030354
Mistral 7B,4bit Omniquant,EN-GR,Has_Rare_Words,163,137,0.573747,0.565539,0.296777,0.302538,0.008208,-0.005762,0.624861,0.604902,0.327341,0.317663,0.019959,0.009678,0.569999,0.299408,0.615746,0.322921,0.045747,0.023513,0.051114,0.039363,0.030564,0.015124,-0.011751,-0.01544,-0.011751,-0.01544
Mistral 7B,4bit Omniquant,EN-GR,High_Morphology,225,75,0.5657,0.582897,0.301355,0.293568,-0.017198,0.007787,0.609568,0.634282,0.322318,0.324731,-0.024714,-0.002413,0.569999,0.299408,0.615746,0.322921,0.045747,0.023513,0.043868,0.051385,0.020963,0.031163,0.007516,0.0102,0.007516,0.0102
Mistral 7B,4bit Omniquant,EN-GR,Is_Long_Sentence,288,12,0.572632,0.506808,0.29984,0.289034,0.065824,0.010806,0.620263,0.507346,0.324649,0.281456,0.112917,0.043193,0.569999,0.299408,0.615746,0.322921,0.045747,0.023513,0.047631,0.000538,0.024809,-0.007578,-0.047094,-0.032387,-0.047094,-0.032387
Mistral 7B,4bit Optimized GPTQ,EN-GR,Has_Rare_Words,163,137,0.567623,0.575047,0.306277,0.300452,-0.007424,0.005825,0.624861,0.604902,0.327341,0.317663,0.019959,0.009678,0.571014,0.303617,0.615746,0.322921,0.044733,0.019304,0.057238,0.029855,0.021064,0.017211,-0.027383,-0.003853,-0.027383,-0.003853
Mistral 7B,4bit Optimized GPTQ,EN-GR,High_Morphology,225,75,0.567695,0.58097,0.302739,0.306252,-0.013275,-0.003512,0.609568,0.634282,0.322318,0.324731,-0.024714,-0.002413,0.571014,0.303617,0.615746,0.322921,0.044733,0.019304,0.041873,0.053312,0.019579,0.01848,0.011439,-0.001099,0.011439,-0.001099
Mistral 7B,4bit Optimized GPTQ,EN-GR,Is_Long_Sentence,288,12,0.572685,0.530893,0.303577,0.304586,0.041792,-0.00101,0.620263,0.507346,0.324649,0.281456,0.112917,0.043193,0.571014,0.303617,0.615746,0.322921,0.044733,0.019304,0.047578,-0.023547,0.021072,-0.023131,-0.071125,-0.044203,-0.071125,-0.044203
Mistral 7B,4bit Spinquant,EN-GR,Has_Rare_Words,163,137,0.585987,0.586549,0.305682,0.306367,-0.000561,-0.000686,0.624861,0.604902,0.327341,0.317663,0.019959,0.009678,0.586244,0.305995,0.615746,0.322921,0.029503,0.016926,0.038874,0.018353,0.021659,0.011295,-0.02052,-0.010364,-0.02052,-0.010364
Mistral 7B,4bit Spinquant,EN-GR,High_Morphology,225,75,0.580697,0.602885,0.305435,0.307674,-0.022188,-0.002238,0.609568,0.634282,0.322318,0.324731,-0.024714,-0.002413,0.586244,0.305995,0.615746,0.322921,0.029503,0.016926,0.028871,0.031397,0.016882,0.017058,0.002526,0.000175,0.002526,0.000175
Mistral 7B,4bit Spinquant,EN-GR,Is_Long_Sentence,288,12,0.587197,0.563378,0.306898,0.284309,0.023818,0.02259,0.620263,0.507346,0.324649,0.281456,0.112917,0.043193,0.586244,0.305995,0.615746,0.322921,0.029503,0.016926,0.033067,-0.056032,0.01775,-0.002853,-0.089099,-0.020604,-0.089099,-0.020604
Mistral 7B,4bit Static GPTQ,EN-GR,Has_Rare_Words,163,137,0.59491,0.577847,0.316975,0.302059,0.017063,0.014916,0.624861,0.604902,0.327341,0.317663,0.019959,0.009678,0.587118,0.310163,0.615746,0.322921,0.028629,0.012758,0.029951,0.027055,0.010366,0.015604,-0.002896,0.005237,-0.002896,0.005237
Mistral 7B,4bit Static GPTQ,EN-GR,High_Morphology,225,75,0.580007,0.608451,0.308176,0.316123,-0.028445,-0.007947,0.609568,0.634282,0.322318,0.324731,-0.024714,-0.002413,0.587118,0.310163,0.615746,0.322921,0.028629,0.012758,0.029561,0.02583,0.014141,0.008608,-0.003731,-0.005533,-0.003731,-0.005533
Mistral 7B,4bit Static GPTQ,EN-GR,Is_Long_Sentence,288,12,0.589908,0.520148,0.310942,0.291482,0.069761,0.019459,0.620263,0.507346,0.324649,0.281456,0.112917,0.043193,0.587118,0.310163,0.615746,0.322921,0.028629,0.012758,0.030355,-0.012802,0.013707,-0.010026,-0.043157,-0.023734,-0.043157,-0.023734
Mistral 7B,4bit True GPTQ,EN-GR,Has_Rare_Words,163,137,0.586552,0.590177,0.314774,0.312172,-0.003625,0.002602,0.624861,0.604902,0.327341,0.317663,0.019959,0.009678,0.588207,0.313586,0.615746,0.322921,0.027539,0.009335,0.038309,0.014725,0.012567,0.00549,-0.023584,-0.007076,-0.023584,-0.007076
Mistral 7B,4bit True GPTQ,EN-GR,High_Morphology,225,75,0.584269,0.600023,0.314524,0.310773,-0.015754,0.003751,0.609568,0.634282,0.322318,0.324731,-0.024714,-0.002413,0.588207,0.313586,0.615746,0.322921,0.027539,0.009335,0.025299,0.034259,0.007794,0.013958,0.00896,0.006164,0.00896,0.006164
Mistral 7B,4bit True GPTQ,EN-GR,Is_Long_Sentence,288,12,0.590587,0.531085,0.314593,0.289419,0.059502,0.025174,0.620263,0.507346,0.324649,0.281456,0.112917,0.043193,0.588207,0.313586,0.615746,0.322921,0.027539,0.009335,0.029676,-0.023739,0.010056,-0.007964,-0.053415,-0.018019,-0.053415,-0.018019
Mistral 7B,Analytical Net Mngr 3.7GB,EN-GR,Has_Rare_Words,163,137,0.529791,0.511983,0.267398,0.269837,0.017808,-0.00244,0.624861,0.604902,0.327341,0.317663,0.019959,0.009678,0.521659,0.268512,0.615746,0.322921,0.094087,0.054409,0.09507,0.092919,0.059943,0.047825,-0.002151,-0.012118,-0.002151,-0.012118
Mistral 7B,Analytical Net Mngr 3.7GB,EN-GR,High_Morphology,225,75,0.518778,0.530302,0.27073,0.261857,-0.011524,0.008873,0.609568,0.634282,0.322318,0.324731,-0.024714,-0.002413,0.521659,0.268512,0.615746,0.322921,0.094087,0.054409,0.09079,0.10398,0.051588,0.062874,0.01319,0.011287,0.01319,0.011287
Mistral 7B,Analytical Net Mngr 3.7GB,EN-GR,Is_Long_Sentence,288,12,0.522589,0.499339,0.267952,0.281945,0.02325,-0.013992,0.620263,0.507346,0.324649,0.281456,0.112917,0.043193,0.521659,0.268512,0.615746,0.322921,0.094087,0.054409,0.097674,0.008007,0.056697,-0.000489,-0.089667,-0.057186,-0.089667,-0.057186
Mistral 7B,Empirical Net Mngr 3.7GB,EN-GR,Has_Rare_Words,163,137,0.553719,0.535145,0.28814,0.283318,0.018574,0.004822,0.624861,0.604902,0.327341,0.317663,0.019959,0.009678,0.545237,0.285938,0.615746,0.322921,0.070509,0.036984,0.071142,0.069757,0.039201,0.034345,-0.001385,-0.004856,-0.001385,-0.004856
Mistral 7B,Empirical Net Mngr 3.7GB,EN-GR,High_Morphology,225,75,0.53936,0.562868,0.28475,0.2895,-0.023508,-0.004749,0.609568,0.634282,0.322318,0.324731,-0.024714,-0.002413,0.545237,0.285938,0.615746,0.322921,0.070509,0.036984,0.070208,0.071414,0.037568,0.035232,0.001206,-0.002336,0.001206,-0.002336
Mistral 7B,Empirical Net Mngr 3.7GB,EN-GR,Is_Long_Sentence,288,12,0.548736,0.46127,0.286657,0.268669,0.087465,0.017988,0.620263,0.507346,0.324649,0.281456,0.112917,0.043193,0.545237,0.285938,0.615746,0.322921,0.070509,0.036984,0.071528,0.046075,0.037992,0.012786,-0.025452,-0.025205,-0.025452,-0.025205
Mistral 7B,Fp4,EN-GR,Has_Rare_Words,163,137,0.588419,0.608857,0.303944,0.311806,-0.020438,-0.007862,0.624861,0.604902,0.327341,0.317663,0.019959,0.009678,0.597752,0.307535,0.615746,0.322921,0.017994,0.015386,0.036442,-0.003955,0.023396,0.005856,-0.040397,-0.01754,-0.040397,-0.01754
Mistral 7B,Fp4,EN-GR,High_Morphology,225,75,0.591876,0.615381,0.307385,0.307984,-0.023506,-0.000599,0.609568,0.634282,0.322318,0.324731,-0.024714,-0.002413,0.597752,0.307535,0.615746,0.322921,0.017994,0.015386,0.017692,0.018901,0.014933,0.016747,0.001208,0.001815,0.001208,0.001815
Mistral 7B,Fp4,EN-GR,Is_Long_Sentence,288,12,0.600107,0.541246,0.308142,0.292954,0.058861,0.015189,0.620263,0.507346,0.324649,0.281456,0.112917,0.043193,0.597752,0.307535,0.615746,0.322921,0.017994,0.015386,0.020157,-0.0339,0.016507,-0.011498,-0.054056,-0.028004,-0.054056,-0.028004
Mistral 7B,Fp4 AWQ,EN-GR,Has_Rare_Words,163,137,0.605247,0.587833,0.306939,0.305434,0.017414,0.001505,0.624861,0.604902,0.327341,0.317663,0.019959,0.009678,0.597294,0.306251,0.615746,0.322921,0.018452,0.01667,0.019614,0.017069,0.020402,0.012229,-0.002545,-0.008173,-0.002545,-0.008173
Mistral 7B,Fp4 AWQ,EN-GR,High_Morphology,225,75,0.590804,0.616765,0.306715,0.304861,-0.025961,0.001854,0.609568,0.634282,0.322318,0.324731,-0.024714,-0.002413,0.597294,0.306251,0.615746,0.322921,0.018452,0.01667,0.018764,0.017517,0.015603,0.019871,-0.001247,0.004268,-0.001247,0.004268
Mistral 7B,Fp4 AWQ,EN-GR,Is_Long_Sentence,288,12,0.599439,0.545823,0.306024,0.311707,0.053616,-0.005683,0.620263,0.507346,0.324649,0.281456,0.112917,0.043193,0.597294,0.306251,0.615746,0.322921,0.018452,0.01667,0.020824,-0.038477,0.018625,-0.030251,-0.059301,-0.048876,-0.059301,-0.048876
Mistral 7B,Fp8,EN-GR,Has_Rare_Words,163,137,0.620325,0.610746,0.327555,0.318649,0.009579,0.008906,0.624861,0.604902,0.327341,0.317663,0.019959,0.009678,0.61595,0.323488,0.615746,0.322921,-0.000204,-0.000567,0.004536,-0.005843,-0.000214,-0.000987,-0.01038,-0.000773,-0.01038,-0.000773
Mistral 7B,Fp8,EN-GR,High_Morphology,225,75,0.614068,0.621598,0.321266,0.330156,-0.00753,-0.008891,0.609568,0.634282,0.322318,0.324731,-0.024714,-0.002413,0.61595,0.323488,0.615746,0.322921,-0.000204,-0.000567,-0.0045,0.012684,0.001052,-0.005425,0.017184,-0.006477,0.017184,-0.006477
Mistral 7B,Fp8,EN-GR,Is_Long_Sentence,288,12,0.620627,0.503704,0.324871,0.290291,0.116923,0.03458,0.620263,0.507346,0.324649,0.281456,0.112917,0.043193,0.61595,0.323488,0.615746,0.322921,-0.000204,-0.000567,-0.000364,0.003642,-0.000223,-0.008836,0.004006,-0.008613,0.004006,-0.008613
Mistral 7B,Fp8 Per Tensor,EN-GR,Has_Rare_Words,163,137,0.612523,0.602974,0.324468,0.320372,0.009549,0.004096,0.624861,0.604902,0.327341,0.317663,0.019959,0.009678,0.608162,0.322598,0.615746,0.322921,0.007584,0.000323,0.012338,0.001928,0.002873,-0.00271,-0.01041,-0.005582,-0.01041,-0.005582
Mistral 7B,Fp8 Per Tensor,EN-GR,High_Morphology,225,75,0.602216,0.626,0.321734,0.325188,-0.023785,-0.003453,0.609568,0.634282,0.322318,0.324731,-0.024714,-0.002413,0.608162,0.322598,0.615746,0.322921,0.007584,0.000323,0.007352,0.008282,0.000583,-0.000456,0.000929,-0.00104,0.000929,-0.00104
Mistral 7B,Fp8 Per Tensor,EN-GR,Is_Long_Sentence,288,12,0.610895,0.542574,0.32342,0.302855,0.068321,0.020566,0.620263,0.507346,0.324649,0.281456,0.112917,0.043193,0.608162,0.322598,0.615746,0.322921,0.007584,0.000323,0.009368,-0.035228,0.001229,-0.021399,-0.044596,-0.022628,-0.044596,-0.022628
Mistral 7B,Full Model,EN-GR,Has_Rare_Words,163,137,0.624861,0.604902,0.327341,0.317663,0.019959,0.009678,0.624861,0.604902,0.327341,0.317663,0.019959,0.009678,0.615746,0.322921,0.615746,0.322921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mistral 7B,Full Model,EN-GR,High_Morphology,225,75,0.609568,0.634282,0.322318,0.324731,-0.024714,-0.002413,0.609568,0.634282,0.322318,0.324731,-0.024714,-0.002413,0.615746,0.322921,0.615746,0.322921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mistral 7B,Full Model,EN-GR,Is_Long_Sentence,288,12,0.620263,0.507346,0.324649,0.281456,0.112917,0.043193,0.620263,0.507346,0.324649,0.281456,0.112917,0.043193,0.615746,0.322921,0.615746,0.322921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mistral 7B,Int2 Batch16,EN-GR,Has_Rare_Words,163,137,0.303263,0.311093,0.136384,0.145524,-0.00783,-0.00914,0.624861,0.604902,0.327341,0.317663,0.019959,0.009678,0.306839,0.140558,0.615746,0.322921,0.308908,0.182363,0.321598,0.293809,0.190957,0.172139,-0.027789,-0.018819,-0.027789,-0.018819
Mistral 7B,Int2 Batch16,EN-GR,High_Morphology,225,75,0.306042,0.309228,0.139415,0.143987,-0.003186,-0.004572,0.609568,0.634282,0.322318,0.324731,-0.024714,-0.002413,0.306839,0.140558,0.615746,0.322921,0.308908,0.182363,0.303526,0.325054,0.182903,0.180745,0.021528,-0.002158,0.021528,-0.002158
Mistral 7B,Int2 Batch16,EN-GR,Is_Long_Sentence,288,12,0.307545,0.289882,0.140395,0.144456,0.017664,-0.00406,0.620263,0.507346,0.324649,0.281456,0.112917,0.043193,0.306839,0.140558,0.615746,0.322921,0.308908,0.182363,0.312718,0.217464,0.184254,0.137,-0.095254,-0.047253,-0.095254,-0.047253
Mistral 7B,Int4,EN-GR,Has_Rare_Words,163,137,0.573326,0.591012,0.305058,0.309248,-0.017686,-0.00419,0.624861,0.604902,0.327341,0.317663,0.019959,0.009678,0.581403,0.306971,0.615746,0.322921,0.034344,0.01595,0.051535,0.01389,0.022283,0.008415,-0.037645,-0.013869,-0.037645,-0.013869
Mistral 7B,Int4,EN-GR,High_Morphology,225,75,0.576725,0.595437,0.306577,0.308153,-0.018713,-0.001577,0.609568,0.634282,0.322318,0.324731,-0.024714,-0.002413,0.581403,0.306971,0.615746,0.322921,0.034344,0.01595,0.032843,0.038845,0.015741,0.016578,0.006001,0.000837,0.006001,0.000837
Mistral 7B,Int4,EN-GR,Is_Long_Sentence,288,12,0.585041,0.494091,0.307699,0.289497,0.090949,0.018202,0.620263,0.507346,0.324649,0.281456,0.112917,0.043193,0.581403,0.306971,0.615746,0.322921,0.034344,0.01595,0.035222,0.013255,0.01695,-0.008042,-0.021968,-0.024991,-0.021968,-0.024991
Mistral 7B,Int4 AWQ,EN-GR,Has_Rare_Words,163,137,0.584822,0.565751,0.312333,0.30609,0.019071,0.006243,0.624861,0.604902,0.327341,0.317663,0.019959,0.009678,0.576113,0.309482,0.615746,0.322921,0.039634,0.013439,0.040039,0.039151,0.015008,0.011572,-0.000888,-0.003435,-0.000888,-0.003435
Mistral 7B,Int4 AWQ,EN-GR,High_Morphology,225,75,0.571879,0.588813,0.312208,0.301306,-0.016934,0.010902,0.609568,0.634282,0.322318,0.324731,-0.024714,-0.002413,0.576113,0.309482,0.615746,0.322921,0.039634,0.013439,0.037689,0.045469,0.01011,0.023425,0.00778,0.013315,0.00778,0.013315
Mistral 7B,Int4 AWQ,EN-GR,Is_Long_Sentence,288,12,0.577811,0.535341,0.309905,0.299329,0.04247,0.010577,0.620263,0.507346,0.324649,0.281456,0.112917,0.043193,0.576113,0.309482,0.615746,0.322921,0.039634,0.013439,0.042452,-0.027995,0.014744,-0.017873,-0.070447,-0.032616,-0.070447,-0.032616
Mistral 7B,Int8,EN-GR,Has_Rare_Words,163,137,0.617455,0.601478,0.328283,0.317116,0.015977,0.011168,0.624861,0.604902,0.327341,0.317663,0.019959,0.009678,0.610159,0.323183,0.615746,0.322921,0.005587,-0.000262,0.007406,0.003424,-0.000942,0.000547,-0.003982,0.001489,-0.003982,0.001489
Mistral 7B,Int8,EN-GR,High_Morphology,225,75,0.603537,0.630026,0.320536,0.331126,-0.02649,-0.010591,0.609568,0.634282,0.322318,0.324731,-0.024714,-0.002413,0.610159,0.323183,0.615746,0.322921,0.005587,-0.000262,0.006031,0.004256,0.001782,-0.006395,-0.001776,-0.008177,-0.001776,-0.008177
Mistral 7B,Int8,EN-GR,Is_Long_Sentence,288,12,0.613985,0.518336,0.324858,0.282987,0.095648,0.041872,0.620263,0.507346,0.324649,0.281456,0.112917,0.043193,0.610159,0.323183,0.615746,0.322921,0.005587,-0.000262,0.006278,-0.010991,-0.000209,-0.001531,-0.017269,-0.001322,-0.017269,-0.001322
Mistral 7B,Int8 A8W8,EN-GR,Has_Rare_Words,163,137,0.606959,0.608569,0.319309,0.318855,-0.00161,0.000453,0.624861,0.604902,0.327341,0.317663,0.019959,0.009678,0.607694,0.319102,0.615746,0.322921,0.008052,0.00382,0.017902,-0.003667,0.008032,-0.001193,-0.021569,-0.009225,-0.021569,-0.009225
Mistral 7B,Int8 A8W8,EN-GR,High_Morphology,225,75,0.602104,0.624465,0.318491,0.320933,-0.022361,-0.002442,0.609568,0.634282,0.322318,0.324731,-0.024714,-0.002413,0.607694,0.319102,0.615746,0.322921,0.008052,0.00382,0.007464,0.009817,0.003827,0.003798,0.002353,-2.9e-05,0.002353,-2.9e-05
Mistral 7B,Int8 A8W8,EN-GR,Is_Long_Sentence,288,12,0.609716,0.559171,0.3205,0.285531,0.050545,0.034969,0.620263,0.507346,0.324649,0.281456,0.112917,0.043193,0.607694,0.319102,0.615746,0.322921,0.008052,0.00382,0.010547,-0.051825,0.004149,-0.004075,-0.062372,-0.008224,-0.062372,-0.008224
Mistral 7B,Int8 Bookends,EN-GR,Has_Rare_Words,163,137,0.626612,0.600226,0.328055,0.316527,0.026386,0.011528,0.624861,0.604902,0.327341,0.317663,0.019959,0.009678,0.614562,0.322791,0.615746,0.322921,0.001184,0.00013,-0.001751,0.004676,-0.000714,0.001135,0.006427,0.00185,0.006427,0.00185
Mistral 7B,Int8 Bookends,EN-GR,High_Morphology,225,75,0.608225,0.633572,0.32174,0.325942,-0.025347,-0.004202,0.609568,0.634282,0.322318,0.324731,-0.024714,-0.002413,0.614562,0.322791,0.615746,0.322921,0.001184,0.00013,0.001342,0.000709,0.000577,-0.001211,-0.000633,-0.001788,-0.000633,-0.001788
Mistral 7B,Int8 Bookends,EN-GR,Is_Long_Sentence,288,12,0.617381,0.546919,0.323575,0.303968,0.070462,0.019607,0.620263,0.507346,0.324649,0.281456,0.112917,0.043193,0.614562,0.322791,0.615746,0.322921,0.001184,0.00013,0.002882,-0.039573,0.001074,-0.022512,-0.042455,-0.023586,-0.042455,-0.023586
Mistral 7B,Nf4,EN-GR,Has_Rare_Words,163,137,0.590606,0.598827,0.317263,0.317677,-0.00822,-0.000414,0.624861,0.604902,0.327341,0.317663,0.019959,0.009678,0.59436,0.317453,0.615746,0.322921,0.021386,0.005469,0.034255,0.006075,0.010078,-1.5e-05,-0.028179,-0.010092,-0.028179,-0.010092
Mistral 7B,Nf4,EN-GR,High_Morphology,225,75,0.588727,0.611261,0.317211,0.318178,-0.022534,-0.000967,0.609568,0.634282,0.322318,0.324731,-0.024714,-0.002413,0.59436,0.317453,0.615746,0.322921,0.021386,0.005469,0.020841,0.023021,0.005107,0.006553,0.00218,0.001446,0.00218,0.001446
Mistral 7B,Nf4,EN-GR,Is_Long_Sentence,288,12,0.596312,0.547529,0.318378,0.295238,0.048783,0.02314,0.620263,0.507346,0.324649,0.281456,0.112917,0.043193,0.59436,0.317453,0.615746,0.322921,0.021386,0.005469,0.023952,-0.040183,0.006271,-0.013782,-0.064135,-0.020053,-0.064135,-0.020053
Mistral 7B,2bit 10% Fast Spqr,GR-EN,Has_Rare_Words,61,239,0.708311,0.646339,0.383543,0.332207,0.061971,0.051336,0.83296,0.800346,0.514214,0.484195,0.032614,0.030019,0.65894,0.342645,0.806978,0.490299,0.148038,0.147653,0.12465,0.154007,0.13067,0.151988,0.029358,0.021318,0.029358,0.021318
Mistral 7B,2bit 10% Fast Spqr,GR-EN,High_Morphology,225,75,0.659202,0.658153,0.341066,0.347382,0.001049,-0.006316,0.805099,0.812615,0.487984,0.497243,-0.007516,-0.009259,0.65894,0.342645,0.806978,0.490299,0.148038,0.147653,0.145896,0.154461,0.146918,0.149861,0.008565,0.002943,0.008565,0.002943
Mistral 7B,2bit 10% Fast Spqr,GR-EN,Is_Long_Sentence,277,23,0.659363,0.653844,0.341644,0.3547,0.005519,-0.013056,0.807022,0.806446,0.485631,0.546514,0.000576,-0.060883,0.65894,0.342645,0.806978,0.490299,0.148038,0.147653,0.147659,0.152601,0.143987,0.191814,0.004943,0.047827,0.004943,0.047827
Mistral 7B,2bit 5% Spqr,GR-EN,Has_Rare_Words,61,239,0.551269,0.527212,0.260584,0.250239,0.024057,0.010345,0.83296,0.800346,0.514214,0.484195,0.032614,0.030019,0.532104,0.252342,0.806978,0.490299,0.274874,0.237957,0.281691,0.273134,0.25363,0.233956,-0.008557,-0.019674,-0.008557,-0.019674
Mistral 7B,2bit 5% Spqr,GR-EN,High_Morphology,225,75,0.528872,0.541798,0.251313,0.255429,-0.012926,-0.004116,0.805099,0.812615,0.487984,0.497243,-0.007516,-0.009259,0.532104,0.252342,0.806978,0.490299,0.274874,0.237957,0.276227,0.270817,0.236671,0.241814,-0.00541,0.005143,-0.00541,0.005143
Mistral 7B,2bit 5% Spqr,GR-EN,Is_Long_Sentence,277,23,0.532075,0.532451,0.250111,0.279215,-0.000376,-0.029105,0.807022,0.806446,0.485631,0.546514,0.000576,-0.060883,0.532104,0.252342,0.806978,0.490299,0.274874,0.237957,0.274947,0.273995,0.23552,0.267298,-0.000952,0.031778,-0.000952,0.031778
Mistral 7B,4bit K-Means,GR-EN,Has_Rare_Words,61,239,0.516633,0.5035,0.271482,0.262308,0.013134,0.009173,0.83296,0.800346,0.514214,0.484195,0.032614,0.030019,0.50617,0.264173,0.806978,0.490299,0.300808,0.226125,0.316327,0.296847,0.242732,0.221887,-0.01948,-0.020845,-0.01948,-0.020845
Mistral 7B,4bit K-Means,GR-EN,High_Morphology,225,75,0.500269,0.523874,0.262934,0.267893,-0.023605,-0.00496,0.805099,0.812615,0.487984,0.497243,-0.007516,-0.009259,0.50617,0.264173,0.806978,0.490299,0.300808,0.226125,0.30483,0.28874,0.22505,0.22935,-0.01609,0.0043,-0.01609,0.0043
Mistral 7B,4bit K-Means,GR-EN,Is_Long_Sentence,277,23,0.510583,0.453028,0.265463,0.248647,0.057555,0.016815,0.807022,0.806446,0.485631,0.546514,0.000576,-0.060883,0.50617,0.264173,0.806978,0.490299,0.300808,0.226125,0.296439,0.353418,0.220168,0.297866,0.056979,0.077698,0.056979,0.077698
Mistral 7B,4bit Omniquant,GR-EN,Has_Rare_Words,61,239,0.829669,0.786391,0.503015,0.472928,0.043278,0.030087,0.83296,0.800346,0.514214,0.484195,0.032614,0.030019,0.795191,0.479046,0.806978,0.490299,0.011787,0.011253,0.003291,0.013955,0.011199,0.011266,0.010664,6.8e-05,0.010664,6.8e-05
Mistral 7B,4bit Omniquant,GR-EN,High_Morphology,225,75,0.793655,0.799799,0.474997,0.491194,-0.006144,-0.016198,0.805099,0.812615,0.487984,0.497243,-0.007516,-0.009259,0.795191,0.479046,0.806978,0.490299,0.011787,0.011253,0.011444,0.012816,0.012987,0.006049,0.001372,-0.006938,0.001372,-0.006938
Mistral 7B,4bit Omniquant,GR-EN,Is_Long_Sentence,277,23,0.794285,0.806104,0.474116,0.538415,-0.011819,-0.064298,0.807022,0.806446,0.485631,0.546514,0.000576,-0.060883,0.795191,0.479046,0.806978,0.490299,0.011787,0.011253,0.012737,0.000342,0.011514,0.008099,-0.012395,-0.003416,-0.012395,-0.003416
Mistral 7B,4bit Optimized GPTQ,GR-EN,Has_Rare_Words,61,239,0.816963,0.780428,0.504856,0.463111,0.036536,0.041745,0.83296,0.800346,0.514214,0.484195,0.032614,0.030019,0.787857,0.471599,0.806978,0.490299,0.019121,0.0187,0.015997,0.019919,0.009358,0.021084,0.003922,0.011726,0.003922,0.011726
Mistral 7B,4bit Optimized GPTQ,GR-EN,High_Morphology,225,75,0.787733,0.788228,0.470248,0.475653,-0.000495,-0.005406,0.805099,0.812615,0.487984,0.497243,-0.007516,-0.009259,0.787857,0.471599,0.806978,0.490299,0.019121,0.0187,0.017366,0.024387,0.017736,0.02159,0.007021,0.003854,0.007021,0.003854
Mistral 7B,4bit Optimized GPTQ,GR-EN,Is_Long_Sentence,277,23,0.786815,0.800401,0.467696,0.5186,-0.013586,-0.050903,0.807022,0.806446,0.485631,0.546514,0.000576,-0.060883,0.787857,0.471599,0.806978,0.490299,0.019121,0.0187,0.020207,0.006045,0.017934,0.027914,-0.014162,0.009979,-0.014162,0.009979
Mistral 7B,4bit Spinquant,GR-EN,Has_Rare_Words,61,239,0.819669,0.786712,0.493932,0.46779,0.032957,0.026142,0.83296,0.800346,0.514214,0.484195,0.032614,0.030019,0.793413,0.473106,0.806978,0.490299,0.013565,0.017193,0.013291,0.013635,0.020282,0.016405,0.000343,-0.003877,0.000343,-0.003877
