Base_Model,Quantization,Direction,Metric,Paired_Sentences,Excess_Mean,CI95_Lower,CI95_Upper
NLLB 3.3B,2bit 1% Spqr,GR-EN,Omission_Risk,300,-0.011411825476297039,-0.016227996166121465,-0.006383574894367482
NLLB 3.3B,2bit 1% Spqr,GR-EN,Expanded_Hallucination_Risk,300,0.002318356028859374,-0.0027058616404784823,0.006271452399754787
NLLB 3.3B,2bit 1% Spqr,GR-EN,Expanded_Omission_Risk,300,-0.00837332173408847,-0.013104203401970032,-0.003496006415017528
NLLB 3.3B,2bit 10% Fast Spqr,GR-EN,Hallucination_Risk,300,-0.002267369105850853,-0.004846034679968763,0.0006112342187870283
NLLB 3.3B,2bit 10% Fast Spqr,GR-EN,Omission_Risk,300,-0.0035533580241306818,-0.008530721058122082,0.0003849107130079695
NLLB 3.3B,2bit 10% Fast Spqr,GR-EN,Expanded_Hallucination_Risk,300,-0.004680793536228401,-0.008833108864724668,-0.0010645810068853692
NLLB 3.3B,2bit 10% Fast Spqr,GR-EN,Expanded_Omission_Risk,300,-0.006141569958826361,-0.010712576820424681,-0.0022174305723053084
NLLB 3.3B,4bit K-Means,GR-EN,Hallucination_Risk,300,-0.003467076102380301,-0.006156283774222588,-0.0011279941337306101
NLLB 3.3B,4bit K-Means,GR-EN,Omission_Risk,300,0.003322930712385076,-0.0012093812240371391,0.007513237190831976
NLLB 3.3B,4bit K-Means,GR-EN,Expanded_Hallucination_Risk,300,-0.009307309088633019,-0.013143985647581565,-0.005616254123034464
NLLB 3.3B,4bit K-Means,GR-EN,Expanded_Omission_Risk,300,-0.004389992319560435,-0.009284935392783298,0.0005353887744978969
NLLB 3.3B,4bit Omniquant,GR-EN,Hallucination_Risk,300,-0.002604521825777876,-0.005314058751967107,0.000178935096152563
NLLB 3.3B,4bit Omniquant,GR-EN,Omission_Risk,300,0.006158170452145604,0.001597126559013211,0.010018656968908907
NLLB 3.3B,4bit Omniquant,GR-EN,Expanded_Hallucination_Risk,300,-0.009490418639530793,-0.013558598166257183,-0.005763673381614923
NLLB 3.3B,4bit Omniquant,GR-EN,Expanded_Omission_Risk,300,-0.0026685910105842857,-0.007921661031580318,0.0018066182987322486
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Hallucination_Risk,300,-0.0031793721142628325,-0.005901278578112692,-0.00039048723852222423
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Omission_Risk,300,0.00478386104038291,0.0002898205020605315,0.008877502842684161
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Expanded_Hallucination_Risk,300,-0.009349905503616137,-0.013119074719987887,-0.005282828905182359
NLLB 3.3B,4bit Optimized GPTQ,GR-EN,Expanded_Omission_Risk,300,-0.0025846077375568785,-0.007320664524582541,0.0018529916204631865
NLLB 3.3B,4bit Spinquant,GR-EN,Hallucination_Risk,300,-0.004484211880810364,-0.007525308976237551,-0.0016610651501087366
NLLB 3.3B,4bit Spinquant,GR-EN,Omission_Risk,300,0.005090682622874101,0.0005564982423464182,0.00912830594505431
NLLB 3.3B,4bit Spinquant,GR-EN,Expanded_Hallucination_Risk,300,-0.008819716019077491,-0.012469285186600492,-0.0050164143083431135
NLLB 3.3B,4bit Spinquant,GR-EN,Expanded_Omission_Risk,300,-0.0019035403155137549,-0.0065356709430834745,0.002429514045759651
NLLB 3.3B,4bit Static GPTQ,GR-EN,Hallucination_Risk,300,-0.0031316254860885642,-0.0056968526219330845,-0.0006106124656065797
NLLB 3.3B,4bit Static GPTQ,GR-EN,Omission_Risk,300,0.007386492977521163,0.0031151666670672807,0.011144678874916401
NLLB 3.3B,4bit Static GPTQ,GR-EN,Expanded_Hallucination_Risk,300,-0.009893180634141633,-0.013420987605383794,-0.00587754250172004
NLLB 3.3B,4bit Static GPTQ,GR-EN,Expanded_Omission_Risk,300,-0.0015182612229394917,-0.006035681985031174,0.002608484320047696
NLLB 3.3B,4bit True GPTQ,GR-EN,Hallucination_Risk,300,-0.00432274556550451,-0.007089376234746809,-0.0016268856589725794
NLLB 3.3B,4bit True GPTQ,GR-EN,Omission_Risk,300,0.005346449097817276,0.0008296024513034155,0.010128115214694899
NLLB 3.3B,4bit True GPTQ,GR-EN,Expanded_Hallucination_Risk,300,-0.010350791403461708,-0.01463399376112295,-0.00651324806696919
NLLB 3.3B,4bit True GPTQ,GR-EN,Expanded_Omission_Risk,300,-0.0028303771632424177,-0.007660177484348169,0.0017813609973077414
NLLB 3.3B,Analytical Net Mngr 2.2GB,GR-EN,Hallucination_Risk,300,-0.0035794382490275,-0.006411330808913196,-0.0009351678843323592
NLLB 3.3B,Analytical Net Mngr 2.2GB,GR-EN,Omission_Risk,300,0.004344738823828325,-0.00014740430451046598,0.008775977438096334
NLLB 3.3B,Analytical Net Mngr 2.2GB,GR-EN,Expanded_Hallucination_Risk,300,-0.008468766510883683,-0.012926788222367317,-0.004776546259443999
NLLB 3.3B,Analytical Net Mngr 2.2GB,GR-EN,Expanded_Omission_Risk,300,-0.0016924229476234047,-0.006662473168495768,0.0029640919754182773
NLLB 3.3B,Empirical Net Mngr 2GB,GR-EN,Hallucination_Risk,300,-0.00272565688784572,-0.005785999687666327,0.00013789825828038635
NLLB 3.3B,Empirical Net Mngr 2GB,GR-EN,Omission_Risk,300,0.0002708079935913791,-0.004232838680234559,0.004450740781038379
NLLB 3.3B,Empirical Net Mngr 2GB,GR-EN,Expanded_Hallucination_Risk,300,-0.0022500717768190676,-0.006323447438138059,0.002213828770338
NLLB 3.3B,Empirical Net Mngr 2GB,GR-EN,Expanded_Omission_Risk,300,-0.0011678843728637792,-0.006101598840597863,0.0034271496305844523
NLLB 3.3B,Fp4,GR-EN,Hallucination_Risk,300,-0.0035391489613539216,-0.006096572122685131,-0.0006855949785806684
NLLB 3.3B,Fp4,GR-EN,Omission_Risk,300,0.005232558161889921,0.0010050132133724392,0.009985049117634226
NLLB 3.3B,Fp4,GR-EN,Expanded_Hallucination_Risk,300,-0.008952197501277487,-0.013108844114619208,-0.0054270710031540685
NLLB 3.3B,Fp4,GR-EN,Expanded_Omission_Risk,300,-0.002513993121277925,-0.0074334598616462326,0.0022104403760432596
NLLB 3.3B,Fp4 AWQ,GR-EN,Hallucination_Risk,300,-0.003238847195877653,-0.0060368958757473,-0.0008049855742553004
NLLB 3.3B,Fp4 AWQ,GR-EN,Omission_Risk,300,0.005503595084781615,0.0013035530771606772,0.009403318425216457
NLLB 3.3B,Fp4 AWQ,GR-EN,Expanded_Hallucination_Risk,300,-0.00939366300839868,-0.014129661864815056,-0.005645792811248989
NLLB 3.3B,Fp4 AWQ,GR-EN,Expanded_Omission_Risk,300,-0.002157036195618813,-0.00646769967742036,0.002672932741309208
NLLB 3.3B,Fp8,GR-EN,Hallucination_Risk,300,-0.0032046308491978483,-0.005966939357546081,-0.0004288786489432512
NLLB 3.3B,Fp8,GR-EN,Omission_Risk,300,0.005875198584042775,0.0015461600499606877,0.010098219005259108
NLLB 3.3B,Fp8,GR-EN,Expanded_Hallucination_Risk,300,-0.00901458372197719,-0.013056466937813567,-0.00499949861714539
NLLB 3.3B,Fp8,GR-EN,Expanded_Omission_Risk,300,-0.0018256083826456344,-0.006102285706604694,0.0023533850806385
NLLB 3.3B,Fp8 Per Tensor,GR-EN,Hallucination_Risk,300,-0.0034205399728519385,-0.006269483114984534,-0.0008997291894537641
NLLB 3.3B,Fp8 Per Tensor,GR-EN,Omission_Risk,300,0.0053540622324244475,0.001287661964631438,0.009145246397391395
NLLB 3.3B,Fp8 Per Tensor,GR-EN,Expanded_Hallucination_Risk,300,-0.009724695775012865,-0.013859783185391524,-0.005538446703513372
NLLB 3.3B,Fp8 Per Tensor,GR-EN,Expanded_Omission_Risk,300,-0.0031779369282568313,-0.007687752361450696,0.0008273439605156435
NLLB 3.3B,Full Model,GR-EN,Hallucination_Risk,300,0.0,0.0,0.0
NLLB 3.3B,Full Model,GR-EN,Omission_Risk,300,0.0,0.0,0.0
NLLB 3.3B,Full Model,GR-EN,Expanded_Hallucination_Risk,300,0.0,0.0,0.0
NLLB 3.3B,Full Model,GR-EN,Expanded_Omission_Risk,300,0.0,0.0,0.0
NLLB 3.3B,Int2 Batch16,GR-EN,Hallucination_Risk,300,0.011200703684251094,0.006232555626686437,0.016460705920559118
NLLB 3.3B,Int2 Batch16,GR-EN,Omission_Risk,300,-0.010606527626490099,-0.015707566422460205,-0.004993167596043262
NLLB 3.3B,Int2 Batch16,GR-EN,Expanded_Hallucination_Risk,300,0.009638856875306126,0.0036502367481439707,0.015459973773851146
NLLB 3.3B,Int2 Batch16,GR-EN,Expanded_Omission_Risk,300,-0.005173074405646386,-0.010060594628731833,0.00030983012095736677
NLLB 3.3B,Int4,GR-EN,Hallucination_Risk,300,-0.002728583789155935,-0.005458554292344386,0.00012674083816431733
NLLB 3.3B,Int4,GR-EN,Omission_Risk,300,0.007772299526676319,0.0037893976601820647,0.012380875555813152
NLLB 3.3B,Int4,GR-EN,Expanded_Hallucination_Risk,300,-0.009230963379752263,-0.013322007281242106,-0.005409183204778987
NLLB 3.3B,Int4,GR-EN,Expanded_Omission_Risk,300,-0.0015995588736700467,-0.006436558457359972,0.0029598586649399123
NLLB 3.3B,Int4 AWQ,GR-EN,Hallucination_Risk,300,-0.0030686894426267372,-0.0058625766016235465,-0.0006124935558605018
NLLB 3.3B,Int4 AWQ,GR-EN,Omission_Risk,300,0.004893841004515734,0.0007571810429506655,0.008938604216794216
NLLB 3.3B,Int4 AWQ,GR-EN,Expanded_Hallucination_Risk,300,-0.009304168341994828,-0.013655195703776437,-0.005379387762791191
NLLB 3.3B,Int4 AWQ,GR-EN,Expanded_Omission_Risk,300,-0.0033623038324376684,-0.00789279875502875,0.0007915749498060746
NLLB 3.3B,Int8,GR-EN,Hallucination_Risk,300,-0.00368684570580438,-0.006418761081265299,-0.001030550992380039
NLLB 3.3B,Int8,GR-EN,Omission_Risk,300,0.005606079847536978,0.0007441647233731865,0.009497450913217942
NLLB 3.3B,Int8,GR-EN,Expanded_Hallucination_Risk,300,-0.009443436140678385,-0.013033845284378285,-0.005457680581076714
NLLB 3.3B,Int8,GR-EN,Expanded_Omission_Risk,300,-0.002415780034034216,-0.007226678686620185,0.0018490495671138522
NLLB 3.3B,Int8 A8W8,GR-EN,Hallucination_Risk,300,-0.003966678631404146,-0.007016731482789231,-0.0012162751574266797
NLLB 3.3B,Int8 A8W8,GR-EN,Omission_Risk,300,0.004293942127568446,5.3768131614406186e-05,0.008452798359240165
NLLB 3.3B,Int8 A8W8,GR-EN,Expanded_Hallucination_Risk,300,-0.009667578930758553,-0.01358462722032354,-0.0059881106659650804
NLLB 3.3B,Int8 A8W8,GR-EN,Expanded_Omission_Risk,300,-0.0035298159870602586,-0.008517575278408063,0.0009621817376030538
NLLB 3.3B,Int8 Bookends,GR-EN,Hallucination_Risk,300,-0.003382090672044171,-0.006182274152236292,-0.0009211564173641399
NLLB 3.3B,Int8 Bookends,GR-EN,Omission_Risk,300,0.006048772995653149,0.0015427595046717474,0.0106153901036402
NLLB 3.3B,Int8 Bookends,GR-EN,Expanded_Hallucination_Risk,300,-0.009223793907075402,-0.01367159523161807,-0.0054369408777862355
NLLB 3.3B,Int8 Bookends,GR-EN,Expanded_Omission_Risk,300,-0.002604258743028034,-0.00791058957757812,0.0017855665423470153
NLLB 3.3B,Nf4,GR-EN,Hallucination_Risk,300,-0.00446509698197649,-0.0069606319101951876,-0.0018130889078523263
NLLB 3.3B,Nf4,GR-EN,Omission_Risk,300,0.0034948992029610495,-0.0007846541175125874,0.008071096846301829
NLLB 3.3B,Nf4,GR-EN,Expanded_Hallucination_Risk,300,-0.010095687336249359,-0.014353340295339736,-0.006595703319722212
NLLB 3.3B,Nf4,GR-EN,Expanded_Omission_Risk,300,-0.004310344124931852,-0.008679512481607945,0.00034311814972104226
